enrollment_id,student_id,course_id,unit_code,semester,year_level,class_level,grade,gpa,credits,status
ENR_004675,100903,BUS202,BUS202,Spring 2026,2,BFS2.2,79.0,3.16,3,Enrolled
ENR_004676,100903,MKT202,MKT202,Spring 2026,2,BFS2.2,47.4,1.89,3,Enrolled
ENR_004677,100904,BIT312,BIT312,Spring 2026,3,BFS3.2,72.1,2.89,4,Enrolled
ENR_004678,100904,MKT302,MKT302,Spring 2026,3,BFS3.2,66.0,2.64,3,Enrolled
ENR_004679,100904,FIN302,FIN302,Spring 2026,3,BFS3.2,43.2,1.73,3,Enrolled
ENR_004680,100904,BUS301,BUS301,Spring 2026,3,BFS3.2,32.8,1.31,3,Enrolled
ENR_004681,100904,BIT313,BIT313,Spring 2026,3,BFS3.2,85.7,3.43,3,Enrolled
ENR_004682,100905,BIT214,BIT214,Spring 2026,2,BSCM2.2,75.8,3.03,3,Enrolled
ENR_004683,100905,MKT202,MKT202,Spring 2026,2,BSCM2.2,64.2,2.57,3,Enrolled
ENR_004684,100905,BIT211,BIT211,Spring 2026,2,BSCM2.2,53.4,2.14,4,Enrolled
ENR_004685,100905,BIT215,BIT215,Spring 2026,2,BSCM2.2,72.3,2.89,3,Enrolled
ENR_004686,100905,BIT212,BIT212,Spring 2026,2,BSCM2.2,76.9,3.08,4,Enrolled
ENR_004687,100905,ACC202,ACC202,Spring 2026,2,BSCM2.2,81.1,3.24,4,Enrolled
ENR_004688,100906,BIT403,BIT403,Spring 2026,4,BFS4.1,49.1,1.96,4,Enrolled
ENR_004689,100906,BIT401,BIT401,Spring 2026,4,BFS4.1,82.6,3.3,4,Enrolled
ENR_004690,100906,MGT401,MGT401,Spring 2026,4,BFS4.1,61.2,2.45,3,Enrolled
ENR_004691,100906,BUS411,BUS411,Spring 2026,4,BFS4.1,82.7,3.31,4,Enrolled
ENR_004692,100906,BUS401,BUS401,Spring 2026,4,BFS4.1,64.2,2.57,3,Enrolled
ENR_004693,100907,BIT311,BIT311,Spring 2026,3,BFS3.2,65.9,2.63,3,Enrolled
ENR_004694,100907,FIN302,FIN302,Spring 2026,3,BFS3.2,93.7,3.75,3,Enrolled
ENR_004695,100907,BIT314,BIT314,Spring 2026,3,BFS3.2,71.3,2.85,3,Enrolled
ENR_004696,100907,BIT312,BIT312,Spring 2026,3,BFS3.2,73.5,2.94,4,Enrolled
ENR_004697,100907,BUS301,BUS301,Spring 2026,3,BFS3.2,37.6,1.51,3,Enrolled
ENR_004698,100908,ACC302,ACC302,Spring 2026,3,BCOM3.2,90.4,3.61,4,Enrolled
ENR_004699,100908,BIT312,BIT312,Spring 2026,3,BCOM3.2,78.0,3.12,4,Enrolled
ENR_004700,100908,BIT314,BIT314,Spring 2026,3,BCOM3.2,82.9,3.31,3,Enrolled
ENR_004701,100908,FIN302,FIN302,Spring 2026,3,BCOM3.2,44.0,1.76,3,Enrolled
ENR_004702,100908,BIT313,BIT313,Spring 2026,3,BCOM3.2,76.4,3.06,3,Enrolled
ENR_004703,100908,BIT311,BIT311,Spring 2026,3,BCOM3.2,72.8,2.91,3,Enrolled
ENR_004704,100909,BUS411,BUS411,Spring 2026,4,BSCM4.1,69.6,2.78,4,Enrolled
ENR_004705,100909,BUS401,BUS401,Spring 2026,4,BSCM4.1,78.5,3.14,3,Enrolled
ENR_004706,100909,STR401,STR401,Spring 2026,4,BSCM4.1,70.4,2.82,3,Enrolled
ENR_004707,100909,MGT401,MGT401,Spring 2026,4,BSCM4.1,68.0,2.72,3,Enrolled
ENR_004708,100911,BUS412,BUS412,Spring 2026,4,BFS4.2,74.1,2.96,4,Enrolled
ENR_004709,100911,BIT411,BIT411,Spring 2026,4,BFS4.2,72.4,2.9,4,Enrolled
ENR_004710,100911,BIT412,BIT412,Spring 2026,4,BFS4.2,73.1,2.92,3,Enrolled
ENR_004711,100911,MKT401,MKT401,Spring 2026,4,BFS4.2,64.8,2.59,3,Enrolled
ENR_004712,100912,MAT112,MAT112,Spring 2026,1,BSCM1.2,49.6,1.99,3,Enrolled
ENR_004713,100912,BUS102,BUS102,Spring 2026,1,BSCM1.2,82.3,3.29,3,Enrolled
ENR_004714,100912,ACC102,ACC102,Spring 2026,1,BSCM1.2,76.4,3.06,4,Enrolled
ENR_004715,100912,COM112,COM112,Spring 2026,1,BSCM1.2,92.2,3.69,3,Enrolled
ENR_004716,100912,ECO102,ECO102,Spring 2026,1,BSCM1.2,78.5,3.14,3,Enrolled
ENR_004717,100912,LAW111,LAW111,Spring 2026,1,BSCM1.2,84.3,3.37,3,Enrolled
ENR_004718,100915,MKT301,MKT301,Spring 2026,3,BCOM3.1,64.6,2.58,3,Enrolled
ENR_004719,100915,FIN301,FIN301,Spring 2026,3,BCOM3.1,75.6,3.02,3,Enrolled
ENR_004720,100915,MGT301,MGT301,Spring 2026,3,BCOM3.1,43.0,1.72,3,Enrolled
ENR_004721,100915,SCM301,SCM301,Spring 2026,3,BCOM3.1,82.5,3.3,3,Enrolled
ENR_004722,100915,ACC301,ACC301,Spring 2026,3,BCOM3.1,55.7,2.23,4,Enrolled
ENR_004723,100916,BUS412,BUS412,Spring 2026,4,BFS4.2,45.3,1.81,4,Enrolled
ENR_004724,100916,BIT411,BIT411,Spring 2026,4,BFS4.2,42.2,1.69,4,Enrolled
ENR_004725,100916,MKT401,MKT401,Spring 2026,4,BFS4.2,79.2,3.17,3,Enrolled
ENR_004726,100916,BIT412,BIT412,Spring 2026,4,BFS4.2,74.4,2.98,3,Enrolled
ENR_004727,100917,BUS201,BUS201,Spring 2026,2,BSCM2.1,81.3,3.25,3,Enrolled
ENR_004728,100917,FIN201,FIN201,Spring 2026,2,BSCM2.1,80.4,3.22,4,Enrolled
ENR_004729,100917,ACC201,ACC201,Spring 2026,2,BSCM2.1,73.4,2.94,4,Enrolled
ENR_004730,100917,HRM201,HRM201,Spring 2026,2,BSCM2.1,73.3,2.93,3,Enrolled
ENR_004731,100917,MKT201,MKT201,Spring 2026,2,BSCM2.1,91.0,3.64,3,Enrolled
ENR_004732,100917,OMG201,OMG201,Spring 2026,2,BSCM2.1,80.8,3.23,3,Enrolled
ENR_004733,100918,STR401,STR401,Spring 2026,4,BFS4.1,75.3,3.01,3,Enrolled
ENR_004734,100918,BUS401,BUS401,Spring 2026,4,BFS4.1,84.4,3.38,3,Enrolled
ENR_004735,100918,MGT401,MGT401,Spring 2026,4,BFS4.1,87.4,3.5,3,Enrolled
ENR_004736,100918,BUS411,BUS411,Spring 2026,4,BFS4.1,38.3,1.53,4,Enrolled
ENR_004737,100919,ACC101,ACC101,Spring 2026,1,BFS1.1,32.6,1.3,4,Enrolled
ENR_004738,100919,BUS101,BUS101,Spring 2026,1,BFS1.1,93.1,3.72,3,Enrolled
ENR_004739,100919,BIT103,BIT103,Spring 2026,1,BFS1.1,93.0,3.72,3,Enrolled
ENR_004740,100919,PSY101,PSY101,Spring 2026,1,BFS1.1,52.0,2.08,3,Enrolled
ENR_004741,100919,LAW101,LAW101,Spring 2026,1,BFS1.1,70.7,2.83,3,Enrolled
ENR_004742,100919,BIT106,BIT106,Spring 2026,1,BFS1.1,84.1,3.36,3,Enrolled
ENR_004743,100919,MAT101,MAT101,Spring 2026,1,BFS1.1,62.9,2.52,4,Enrolled
ENR_004744,100920,BIT112,BIT112,Spring 2026,1,BSCM1.2,53.3,2.13,4,Enrolled
ENR_004745,100920,ECO102,ECO102,Spring 2026,1,BSCM1.2,76.8,3.07,3,Enrolled
ENR_004746,100920,MAT102,MAT102,Spring 2026,1,BSCM1.2,44.6,1.78,4,Enrolled
ENR_004747,100920,MAT112,MAT112,Spring 2026,1,BSCM1.2,61.6,2.46,3,Enrolled
ENR_004748,100920,BIT111,BIT111,Spring 2026,1,BSCM1.2,81.7,3.27,4,Enrolled
ENR_004749,100920,COM112,COM112,Spring 2026,1,BSCM1.2,92.5,3.7,3,Enrolled
ENR_004750,100920,BIT115,BIT115,Spring 2026,1,BSCM1.2,82.2,3.29,3,Enrolled
ENR_004751,100921,MGT301,MGT301,Spring 2026,3,BCOM3.1,47.0,1.88,3,Enrolled
ENR_004752,100921,SCM301,SCM301,Spring 2026,3,BCOM3.1,79.0,3.16,3,Enrolled
ENR_004753,100921,FIN301,FIN301,Spring 2026,3,BCOM3.1,76.4,3.06,3,Enrolled
ENR_004754,100921,MKT301,MKT301,Spring 2026,3,BCOM3.1,76.6,3.06,3,Enrolled
ENR_004755,100921,ACC301,ACC301,Spring 2026,3,BCOM3.1,72.5,2.9,4,Enrolled
ENR_004756,100922,BIT312,BIT312,Spring 2026,3,BSCM3.2,77.6,3.11,4,Enrolled
ENR_004757,100922,BUS301,BUS301,Spring 2026,3,BSCM3.2,79.1,3.16,3,Enrolled
ENR_004758,100922,BIT311,BIT311,Spring 2026,3,BSCM3.2,71.7,2.87,3,Enrolled
ENR_004759,100922,ACC302,ACC302,Spring 2026,3,BSCM3.2,78.0,3.12,4,Enrolled
ENR_004760,100922,MKT302,MKT302,Spring 2026,3,BSCM3.2,87.6,3.5,3,Enrolled
ENR_004761,100923,LAW101,LAW101,Spring 2026,1,BCOM1.1,63.0,2.52,3,Enrolled
ENR_004762,100923,MAT111,MAT111,Spring 2026,1,BCOM1.1,59.5,2.38,3,Enrolled
ENR_004763,100923,LAW102,LAW102,Spring 2026,1,BCOM1.1,70.4,2.82,3,Enrolled
ENR_004764,100923,PSY101,PSY101,Spring 2026,1,BCOM1.1,75.7,3.03,3,Enrolled
ENR_004765,100923,BIT101,BIT101,Spring 2026,1,BCOM1.1,76.0,3.04,4,Enrolled
ENR_004766,100923,STA101,STA101,Spring 2026,1,BCOM1.1,93.2,3.73,4,Enrolled
ENR_004767,100923,MAT101,MAT101,Spring 2026,1,BCOM1.1,71.9,2.88,4,Enrolled
ENR_004768,100924,BUS411,BUS411,Spring 2026,4,BSCM4.1,89.4,3.58,4,Enrolled
ENR_004769,100924,MGT401,MGT401,Spring 2026,4,BSCM4.1,64.3,2.57,3,Enrolled
ENR_004770,100924,BIT402,BIT402,Spring 2026,4,BSCM4.1,76.5,3.06,3,Enrolled
ENR_004771,100924,BIT404,BIT404,Spring 2026,4,BSCM4.1,75.4,3.01,3,Enrolled
ENR_004772,100924,BUS401,BUS401,Spring 2026,4,BSCM4.1,92.4,3.7,3,Enrolled
ENR_004773,100925,OMG201,OMG201,Spring 2026,2,BFS2.1,69.9,2.8,3,Enrolled
ENR_004774,100925,MKT201,MKT201,Spring 2026,2,BFS2.1,70.0,2.8,3,Enrolled
ENR_004775,100925,HRM201,HRM201,Spring 2026,2,BFS2.1,73.8,2.95,3,Enrolled
ENR_004776,100925,BUS201,BUS201,Spring 2026,2,BFS2.1,74.1,2.96,3,Enrolled
ENR_004777,100925,ACC201,ACC201,Spring 2026,2,BFS2.1,89.1,3.56,4,Enrolled
ENR_004778,100925,FIN201,FIN201,Spring 2026,2,BFS2.1,65.7,2.63,4,Enrolled
ENR_004779,100926,ECO101,ECO101,Spring 2026,1,BSCM1.1,76.9,3.08,3,Enrolled
ENR_004780,100926,BIT104,BIT104,Spring 2026,1,BSCM1.1,77.2,3.09,3,Enrolled
ENR_004781,100926,COM101,COM101,Spring 2026,1,BSCM1.1,75.7,3.03,3,Enrolled
ENR_004782,100926,BIT103,BIT103,Spring 2026,1,BSCM1.1,41.4,1.66,3,Enrolled
ENR_004783,100926,COM111,COM111,Spring 2026,1,BSCM1.1,81.1,3.24,3,Enrolled
ENR_004784,100926,MAT111,MAT111,Spring 2026,1,BSCM1.1,45.0,1.8,3,Enrolled
ENR_004785,100926,ACC101,ACC101,Spring 2026,1,BSCM1.1,90.6,3.62,4,Enrolled
ENR_004786,100927,FIN302,FIN302,Spring 2026,3,BCOM3.2,31.3,1.25,3,Enrolled
ENR_004787,100927,ACC302,ACC302,Spring 2026,3,BCOM3.2,74.0,2.96,4,Enrolled
ENR_004788,100927,BIT312,BIT312,Spring 2026,3,BCOM3.2,93.1,3.72,4,Enrolled
ENR_004789,100927,MKT302,MKT302,Spring 2026,3,BCOM3.2,85.7,3.43,3,Enrolled
ENR_004790,100927,BIT311,BIT311,Spring 2026,3,BCOM3.2,53.5,2.14,3,Enrolled
ENR_004791,100928,ACC202,ACC202,Spring 2026,2,BCOM2.2,79.3,3.17,4,Enrolled
ENR_004792,100928,ENT201,ENT201,Spring 2026,2,BCOM2.2,70.0,2.8,3,Enrolled
ENR_004793,100928,FIN202,FIN202,Spring 2026,2,BCOM2.2,83.2,3.33,4,Enrolled
ENR_004794,100928,BIT215,BIT215,Spring 2026,2,BCOM2.2,41.5,1.66,3,Enrolled
ENR_004795,100928,BIT213,BIT213,Spring 2026,2,BCOM2.2,93.2,3.73,3,Enrolled
ENR_004796,100928,BIT214,BIT214,Spring 2026,2,BCOM2.2,49.6,1.99,3,Enrolled
ENR_004797,100929,BIT411,BIT411,Spring 2026,4,BCOM4.2,34.0,1.36,4,Enrolled
ENR_004798,100929,MKT401,MKT401,Spring 2026,4,BCOM4.2,85.1,3.4,3,Enrolled
ENR_004799,100929,BIT412,BIT412,Spring 2026,4,BCOM4.2,66.6,2.66,3,Enrolled
ENR_004800,100929,BUS412,BUS412,Spring 2026,4,BCOM4.2,72.5,2.9,4,Enrolled
ENR_004801,100930,ECO102,ECO102,Spring 2026,1,BSCM1.2,78.7,3.15,3,Enrolled
ENR_004802,100930,ACC102,ACC102,Spring 2026,1,BSCM1.2,87.6,3.51,4,Enrolled
ENR_004803,100930,MAT112,MAT112,Spring 2026,1,BSCM1.2,94.3,3.77,3,Enrolled
ENR_004804,100930,LAW111,LAW111,Spring 2026,1,BSCM1.2,83.2,3.33,3,Enrolled
ENR_004805,100930,COM112,COM112,Spring 2026,1,BSCM1.2,50.0,2.0,3,Enrolled
ENR_004806,100930,BUS102,BUS102,Spring 2026,1,BSCM1.2,76.8,3.07,3,Enrolled
ENR_004807,100931,BUS412,BUS412,Spring 2026,4,BSCM4.2,90.4,3.62,4,Enrolled
ENR_004808,100931,BIT412,BIT412,Spring 2026,4,BSCM4.2,58.5,2.34,3,Enrolled
ENR_004809,100931,MKT401,MKT401,Spring 2026,4,BSCM4.2,86.1,3.44,3,Enrolled
ENR_004810,100931,BIT411,BIT411,Spring 2026,4,BSCM4.2,74.7,2.99,4,Enrolled
ENR_004811,100932,MKT401,MKT401,Spring 2026,4,BFS4.2,68.4,2.74,3,Enrolled
ENR_004812,100932,BIT412,BIT412,Spring 2026,4,BFS4.2,74.7,2.99,3,Enrolled
ENR_004813,100932,BIT411,BIT411,Spring 2026,4,BFS4.2,74.7,2.99,4,Enrolled
ENR_004814,100932,BUS412,BUS412,Spring 2026,4,BFS4.2,81.3,3.25,4,Enrolled
ENR_004815,100933,HRM201,HRM201,Spring 2026,2,BSCM2.1,61.7,2.47,3,Enrolled
ENR_004816,100933,BUS201,BUS201,Spring 2026,2,BSCM2.1,76.8,3.07,3,Enrolled
ENR_004817,100933,MKT201,MKT201,Spring 2026,2,BSCM2.1,68.1,2.72,3,Enrolled
ENR_004818,100933,OMG201,OMG201,Spring 2026,2,BSCM2.1,75.4,3.02,3,Enrolled
ENR_004819,100933,FIN201,FIN201,Spring 2026,2,BSCM2.1,76.9,3.08,4,Enrolled
ENR_004820,100933,ACC201,ACC201,Spring 2026,2,BSCM2.1,85.7,3.43,4,Enrolled
ENR_004821,100934,HRM201,HRM201,Spring 2026,2,BSCM2.1,45.3,1.81,3,Enrolled
ENR_004822,100934,ACC201,ACC201,Spring 2026,2,BSCM2.1,88.5,3.54,4,Enrolled
ENR_004823,100934,MKT201,MKT201,Spring 2026,2,BSCM2.1,58.4,2.33,3,Enrolled
ENR_004824,100934,BUS201,BUS201,Spring 2026,2,BSCM2.1,75.5,3.02,3,Enrolled
ENR_004825,100934,FIN201,FIN201,Spring 2026,2,BSCM2.1,75.7,3.03,4,Enrolled
ENR_004826,100934,OMG201,OMG201,Spring 2026,2,BSCM2.1,86.4,3.46,3,Enrolled
ENR_004827,100935,BIT205,BIT205,Spring 2026,2,BCOM2.1,57.6,2.3,3,Enrolled
ENR_004828,100935,ACC201,ACC201,Spring 2026,2,BCOM2.1,82.6,3.3,4,Enrolled
ENR_004829,100935,BIT206,BIT206,Spring 2026,2,BCOM2.1,66.1,2.64,3,Enrolled
ENR_004830,100935,BUS201,BUS201,Spring 2026,2,BCOM2.1,33.0,1.32,3,Enrolled
ENR_004831,100935,BIT202,BIT202,Spring 2026,2,BCOM2.1,92.8,3.71,4,Enrolled
ENR_004832,100935,MKT201,MKT201,Spring 2026,2,BCOM2.1,82.4,3.3,3,Enrolled
ENR_004833,100935,BIT203,BIT203,Spring 2026,2,BCOM2.1,69.1,2.77,3,Enrolled
ENR_004834,100936,ENT201,ENT201,Spring 2026,2,BSCM2.2,54.6,2.18,3,Enrolled
ENR_004835,100936,BIT215,BIT215,Spring 2026,2,BSCM2.2,77.6,3.1,3,Enrolled
ENR_004836,100936,MKT202,MKT202,Spring 2026,2,BSCM2.2,94.7,3.79,3,Enrolled
ENR_004837,100936,BUS202,BUS202,Spring 2026,2,BSCM2.2,64.9,2.6,3,Enrolled
ENR_004838,100936,FIN202,FIN202,Spring 2026,2,BSCM2.2,74.1,2.96,4,Enrolled
ENR_004839,100936,BIT211,BIT211,Spring 2026,2,BSCM2.2,86.3,3.45,4,Enrolled
ENR_004840,100936,ACC202,ACC202,Spring 2026,2,BSCM2.2,95.0,3.8,4,Enrolled
ENR_004841,100937,MKT401,MKT401,Spring 2026,4,BSCM4.2,84.6,3.38,3,Enrolled
ENR_004842,100937,BIT412,BIT412,Spring 2026,4,BSCM4.2,60.3,2.41,3,Enrolled
ENR_004843,100937,BIT411,BIT411,Spring 2026,4,BSCM4.2,63.1,2.52,4,Enrolled
ENR_004844,100937,BUS412,BUS412,Spring 2026,4,BSCM4.2,93.3,3.73,4,Enrolled
ENR_004845,100938,BIT205,BIT205,Spring 2026,2,BFS2.1,82.7,3.31,3,Enrolled
ENR_004846,100938,HRM201,HRM201,Spring 2026,2,BFS2.1,80.7,3.23,3,Enrolled
ENR_004847,100938,FIN201,FIN201,Spring 2026,2,BFS2.1,92.9,3.71,4,Enrolled
ENR_004848,100938,BIT201,BIT201,Spring 2026,2,BFS2.1,52.0,2.08,4,Enrolled
ENR_004849,100938,BIT202,BIT202,Spring 2026,2,BFS2.1,79.3,3.17,4,Enrolled
ENR_004850,100938,ACC201,ACC201,Spring 2026,2,BFS2.1,70.5,2.82,4,Enrolled
ENR_004851,100938,BIT203,BIT203,Spring 2026,2,BFS2.1,80.9,3.24,3,Enrolled
ENR_004852,100940,MGT401,MGT401,Spring 2026,4,BCOM4.1,91.6,3.67,3,Enrolled
ENR_004853,100940,BUS411,BUS411,Spring 2026,4,BCOM4.1,79.7,3.19,4,Enrolled
ENR_004854,100940,BUS401,BUS401,Spring 2026,4,BCOM4.1,81.8,3.27,3,Enrolled
ENR_004855,100940,STR401,STR401,Spring 2026,4,BCOM4.1,94.6,3.78,3,Enrolled
ENR_004856,100941,FIN202,FIN202,Spring 2026,2,BFS2.2,91.5,3.66,4,Enrolled
ENR_004857,100941,ENT201,ENT201,Spring 2026,2,BFS2.2,60.2,2.41,3,Enrolled
ENR_004858,100941,BIT215,BIT215,Spring 2026,2,BFS2.2,36.0,1.44,3,Enrolled
ENR_004859,100941,BUS202,BUS202,Spring 2026,2,BFS2.2,69.8,2.79,3,Enrolled
ENR_004860,100941,ACC202,ACC202,Spring 2026,2,BFS2.2,35.9,1.44,4,Enrolled
ENR_004861,100941,MKT202,MKT202,Spring 2026,2,BFS2.2,89.9,3.6,3,Enrolled
ENR_004862,100942,BUS301,BUS301,Spring 2026,3,BSCM3.2,63.2,2.53,3,Enrolled
ENR_004863,100942,BIT311,BIT311,Spring 2026,3,BSCM3.2,60.5,2.42,3,Enrolled
ENR_004864,100942,BIT313,BIT313,Spring 2026,3,BSCM3.2,79.7,3.19,3,Enrolled
ENR_004865,100942,FIN302,FIN302,Spring 2026,3,BSCM3.2,53.1,2.13,3,Enrolled
ENR_004866,100942,ACC302,ACC302,Spring 2026,3,BSCM3.2,84.8,3.39,4,Enrolled
ENR_004867,100943,BUS201,BUS201,Spring 2026,2,BCOM2.1,74.8,2.99,3,Enrolled
ENR_004868,100943,HRM201,HRM201,Spring 2026,2,BCOM2.1,91.3,3.65,3,Enrolled
ENR_004869,100943,ACC201,ACC201,Spring 2026,2,BCOM2.1,38.3,1.53,4,Enrolled
ENR_004870,100943,MKT201,MKT201,Spring 2026,2,BCOM2.1,73.5,2.94,3,Enrolled
ENR_004871,100943,FIN201,FIN201,Spring 2026,2,BCOM2.1,93.4,3.73,4,Enrolled
ENR_004872,100943,OMG201,OMG201,Spring 2026,2,BCOM2.1,58.1,2.32,3,Enrolled
ENR_004873,100944,ACC301,ACC301,Spring 2026,3,BSCM3.1,79.5,3.18,4,Enrolled
ENR_004874,100944,SCM301,SCM301,Spring 2026,3,BSCM3.1,70.6,2.82,3,Enrolled
ENR_004875,100944,MGT301,MGT301,Spring 2026,3,BSCM3.1,89.6,3.58,3,Enrolled
ENR_004876,100944,MKT301,MKT301,Spring 2026,3,BSCM3.1,83.9,3.36,3,Enrolled
ENR_004877,100944,FIN301,FIN301,Spring 2026,3,BSCM3.1,46.9,1.88,3,Enrolled
ENR_004878,100945,MKT201,MKT201,Spring 2026,2,BFS2.1,33.8,1.35,3,Enrolled
ENR_004879,100945,OMG201,OMG201,Spring 2026,2,BFS2.1,77.0,3.08,3,Enrolled
ENR_004880,100945,BUS201,BUS201,Spring 2026,2,BFS2.1,39.8,1.59,3,Enrolled
ENR_004881,100945,FIN201,FIN201,Spring 2026,2,BFS2.1,48.9,1.96,4,Enrolled
ENR_004882,100945,ACC201,ACC201,Spring 2026,2,BFS2.1,82.4,3.29,4,Enrolled
ENR_004883,100945,HRM201,HRM201,Spring 2026,2,BFS2.1,71.9,2.88,3,Enrolled
ENR_004884,100946,MAT101,MAT101,Spring 2026,1,BSCM1.1,79.3,3.17,4,Enrolled
ENR_004885,100946,LAW102,LAW102,Spring 2026,1,BSCM1.1,53.8,2.15,3,Enrolled
ENR_004886,100946,PSY101,PSY101,Spring 2026,1,BSCM1.1,79.6,3.18,3,Enrolled
ENR_004887,100946,MGT101,MGT101,Spring 2026,1,BSCM1.1,95.0,3.8,3,Enrolled
ENR_004888,100946,COM101,COM101,Spring 2026,1,BSCM1.1,52.2,2.09,3,Enrolled
ENR_004889,100946,MAT111,MAT111,Spring 2026,1,BSCM1.1,93.3,3.73,3,Enrolled
ENR_004890,100946,ECO101,ECO101,Spring 2026,1,BSCM1.1,94.7,3.79,3,Enrolled
ENR_004891,100947,ACC301,ACC301,Spring 2026,3,BCOM3.1,81.3,3.25,4,Enrolled
ENR_004892,100947,FIN301,FIN301,Spring 2026,3,BCOM3.1,91.1,3.65,3,Enrolled
ENR_004893,100947,SCM301,SCM301,Spring 2026,3,BCOM3.1,92.8,3.71,3,Enrolled
ENR_004894,100947,MGT301,MGT301,Spring 2026,3,BCOM3.1,71.8,2.87,3,Enrolled
ENR_004895,100947,MKT301,MKT301,Spring 2026,3,BCOM3.1,81.0,3.24,3,Enrolled
ENR_004896,100948,MAT111,MAT111,Spring 2026,1,BCOM1.1,78.9,3.16,3,Enrolled
ENR_004897,100948,ACC101,ACC101,Spring 2026,1,BCOM1.1,69.1,2.76,4,Enrolled
ENR_004898,100948,ECO101,ECO101,Spring 2026,1,BCOM1.1,59.4,2.38,3,Enrolled
ENR_004899,100948,MGT101,MGT101,Spring 2026,1,BCOM1.1,65.4,2.62,3,Enrolled
ENR_004900,100948,COM111,COM111,Spring 2026,1,BCOM1.1,89.5,3.58,3,Enrolled
ENR_004901,100948,BUS101,BUS101,Spring 2026,1,BCOM1.1,94.7,3.79,3,Enrolled
ENR_004902,100949,ENT201,ENT201,Spring 2026,2,BFS2.2,81.2,3.25,3,Enrolled
ENR_004903,100949,FIN202,FIN202,Spring 2026,2,BFS2.2,76.8,3.07,4,Enrolled
ENR_004904,100949,BIT214,BIT214,Spring 2026,2,BFS2.2,85.4,3.42,3,Enrolled
ENR_004905,100949,BIT213,BIT213,Spring 2026,2,BFS2.2,46.4,1.85,3,Enrolled
ENR_004906,100949,BIT212,BIT212,Spring 2026,2,BFS2.2,87.4,3.49,4,Enrolled
ENR_004907,100949,BIT215,BIT215,Spring 2026,2,BFS2.2,91.3,3.65,3,Enrolled
ENR_004908,100950,HRM201,HRM201,Spring 2026,2,BSCM2.1,92.8,3.71,3,Enrolled
ENR_004909,100950,FIN201,FIN201,Spring 2026,2,BSCM2.1,72.7,2.91,4,Enrolled
ENR_004910,100950,BIT205,BIT205,Spring 2026,2,BSCM2.1,78.7,3.15,3,Enrolled
ENR_004911,100950,MKT201,MKT201,Spring 2026,2,BSCM2.1,58.5,2.34,3,Enrolled
ENR_004912,100950,ACC201,ACC201,Spring 2026,2,BSCM2.1,45.1,1.8,4,Enrolled
ENR_004913,100950,BIT204,BIT204,Spring 2026,2,BSCM2.1,72.3,2.89,3,Enrolled
ENR_004914,100950,BIT201,BIT201,Spring 2026,2,BSCM2.1,64.6,2.58,4,Enrolled
ENR_004915,100951,MKT401,MKT401,Spring 2026,4,BFS4.2,74.6,2.98,3,Enrolled
ENR_004916,100951,BIT411,BIT411,Spring 2026,4,BFS4.2,78.7,3.15,4,Enrolled
ENR_004917,100951,BIT412,BIT412,Spring 2026,4,BFS4.2,76.5,3.06,3,Enrolled
ENR_004918,100951,BUS412,BUS412,Spring 2026,4,BFS4.2,62.0,2.48,4,Enrolled
ENR_004919,100952,MKT301,MKT301,Spring 2026,3,BFS3.1,61.2,2.45,3,Enrolled
ENR_004920,100952,SCM301,SCM301,Spring 2026,3,BFS3.1,83.3,3.33,3,Enrolled
ENR_004921,100952,FIN301,FIN301,Spring 2026,3,BFS3.1,78.5,3.14,3,Enrolled
ENR_004922,100952,MGT301,MGT301,Spring 2026,3,BFS3.1,60.5,2.42,3,Enrolled
ENR_004923,100952,ACC301,ACC301,Spring 2026,3,BFS3.1,82.6,3.3,4,Enrolled
ENR_004924,100953,BIT412,BIT412,Spring 2026,4,BFS4.2,78.0,3.12,3,Enrolled
ENR_004925,100953,BIT411,BIT411,Spring 2026,4,BFS4.2,81.2,3.25,4,Enrolled
ENR_004926,100953,MKT401,MKT401,Spring 2026,4,BFS4.2,61.7,2.47,3,Enrolled
ENR_004927,100953,BUS412,BUS412,Spring 2026,4,BFS4.2,89.0,3.56,4,Enrolled
ENR_004928,100955,ACC102,ACC102,Spring 2026,1,BSCM1.2,78.7,3.15,4,Enrolled
ENR_004929,100955,BIT113,BIT113,Spring 2026,1,BSCM1.2,74.1,2.96,3,Enrolled
ENR_004930,100955,BIT115,BIT115,Spring 2026,1,BSCM1.2,94.6,3.78,3,Enrolled
ENR_004931,100955,BIT111,BIT111,Spring 2026,1,BSCM1.2,67.7,2.71,4,Enrolled
ENR_004932,100955,ECO102,ECO102,Spring 2026,1,BSCM1.2,83.3,3.33,3,Enrolled
ENR_004933,100955,COM112,COM112,Spring 2026,1,BSCM1.2,59.9,2.4,3,Enrolled
ENR_004934,100955,MAT112,MAT112,Spring 2026,1,BSCM1.2,84.6,3.39,3,Enrolled
ENR_004935,100956,BIT313,BIT313,Spring 2026,3,BCOM3.2,43.2,1.73,3,Enrolled
ENR_004936,100956,BIT314,BIT314,Spring 2026,3,BCOM3.2,87.3,3.49,3,Enrolled
ENR_004937,100956,ACC302,ACC302,Spring 2026,3,BCOM3.2,43.1,1.72,4,Enrolled
ENR_004938,100956,MKT302,MKT302,Spring 2026,3,BCOM3.2,80.8,3.23,3,Enrolled
ENR_004939,100956,BIT312,BIT312,Spring 2026,3,BCOM3.2,68.9,2.76,4,Enrolled
