attendance_rate,engagement_score,assignment_completion_rate,avg_assignment_score,avg_grade_points,avg_login_count,time_spent_minutes,consecutive_absences,repeat_courses,forum_posts,late_submissions,help_requests,total_enrollments,student_id,outcome,enrollment_date,school_id,program_id,year_of_study
73.72,67.93,100.0,85.11,2.43,2.75,296.38,2,1,10,7,11,4,1229,active,2020-01-01,3,1,4
88.55,70.77,75.82,87.21,3.87,8.54,338.6,2,1,13,1,6,4,1230,graduated,2021-01-01,2,7,3
84.72,76.99,91.21,73.05,3.17,9.4,304.69,1,0,22,1,6,4,1231,graduated,2022-09-01,4,15,2
70.4,63.74,53.16,48.13,2.29,3.45,30.0,6,2,0,11,10,5,1232,dropped_out,2021-09-01,1,3,4
80.82,81.75,90.89,72.69,2.22,5.81,210.63,6,0,6,3,3,6,1233,active,2023-09-01,1,6,1
85.68,64.81,97.75,84.22,2.43,7.33,290.62,2,0,23,2,2,4,1234,graduated,2023-09-01,1,17,1
55.96,45.97,37.36,40.92,2.69,2.11,193.71,4,3,0,4,9,6,1235,dropped_out,2021-01-01,5,16,3
75.7,64.97,42.74,25.62,1.47,0.5,166.92,5,3,5,11,14,7,1236,dropped_out,2020-01-01,5,19,1
76.84,96.39,67.9,64.54,1.87,4.3,157.86,3,0,6,1,2,8,1237,active,2021-09-01,2,13,1
86.34,83.36,86.65,66.67,2.58,8.66,229.45,3,0,19,0,5,8,1238,graduated,2022-01-01,4,18,3
73.06,77.33,78.32,87.07,3.62,5.71,204.56,1,0,25,0,1,8,1239,graduated,2023-01-01,1,17,3
78.2,96.48,86.06,71.11,3.62,9.61,134.52,2,0,24,4,7,8,1240,graduated,2020-01-01,3,20,4
73.56,96.78,57.39,70.0,2.72,9.24,328.75,0,1,27,0,6,4,1241,graduated,2022-01-01,4,16,2
94.58,93.19,100.0,71.94,2.81,7.32,237.12,2,0,28,3,3,8,1242,graduated,2022-09-01,4,3,3
77.92,76.97,88.81,84.49,3.85,10.98,263.76,0,0,28,4,6,4,1243,graduated,2021-01-01,2,13,3
86.39,84.52,75.83,70.97,4.0,6.42,330.34,2,0,26,2,7,5,1244,graduated,2022-01-01,4,12,3
75.55,84.6,84.54,65.82,1.76,12.06,367.09,3,1,25,0,6,7,1245,graduated,2020-01-01,5,18,4
90.41,92.64,84.01,70.86,3.51,7.45,318.64,0,0,11,0,5,6,1246,graduated,2020-01-01,5,20,3
28.3,52.62,44.54,36.92,1.69,2.96,110.59,12,2,6,6,10,4,1247,dropped_out,2023-01-01,1,18,2
73.06,67.58,95.19,48.83,2.37,4.28,129.66,3,1,8,3,5,6,1248,active,2021-09-01,3,16,2
70.23,91.68,82.91,100.0,3.74,8.54,405.91,0,0,18,1,2,8,1249,graduated,2020-01-01,4,3,3
64.68,93.26,92.73,65.39,3.25,11.01,213.8,1,1,26,2,5,5,1250,graduated,2022-01-01,5,7,4
88.07,86.12,59.51,70.97,1.96,10.52,212.56,6,0,12,3,10,8,1251,active,2020-01-01,3,20,4
71.29,72.23,88.53,51.38,2.0,9.8,270.86,1,0,10,1,4,6,1252,active,2022-09-01,5,5,3
85.31,88.58,62.74,55.86,1.99,3.47,286.09,4,1,14,7,6,7,1253,active,2022-01-01,4,11,3
84.8,88.66,91.97,67.3,3.09,8.91,286.74,1,0,12,4,4,5,1254,graduated,2023-01-01,4,12,1
70.1,96.21,85.68,57.83,2.92,7.12,414.3,0,1,11,2,1,8,1255,graduated,2021-01-01,4,7,4
88.05,71.83,82.56,74.53,3.41,7.73,323.37,2,0,12,1,1,7,1256,graduated,2022-01-01,4,16,2
93.45,100.0,94.67,78.97,3.64,11.27,422.83,0,0,28,2,2,5,1257,graduated,2022-01-01,4,13,1
52.8,67.66,60.98,27.16,1.38,0.9,215.85,8,3,3,4,5,4,1258,dropped_out,2023-09-01,4,18,1
92.81,81.38,91.54,75.07,3.45,7.12,374.11,1,0,20,4,4,8,1259,graduated,2022-01-01,3,6,1
69.31,98.08,88.55,70.74,2.86,10.56,207.54,1,0,29,1,1,6,1260,graduated,2023-09-01,1,4,3
99.89,87.0,75.2,100.0,3.52,5.79,278.12,0,1,11,3,6,5,1261,graduated,2021-01-01,5,17,2
78.65,98.28,92.56,77.48,3.22,9.48,356.71,2,0,22,2,7,6,1262,graduated,2022-01-01,1,4,2
73.38,91.96,87.89,75.9,2.65,10.38,291.59,1,0,16,4,7,7,1263,graduated,2022-09-01,5,16,3
54.12,47.0,55.33,37.08,2.42,1.94,53.51,13,0,6,7,5,6,1264,dropped_out,2023-01-01,3,3,3
80.15,77.16,72.43,82.03,2.89,5.17,209.01,0,0,14,1,6,7,1265,graduated,2020-01-01,1,6,2
78.7,81.69,76.52,81.88,2.64,4.43,274.83,1,1,23,2,4,7,1266,graduated,2021-01-01,4,8,4
84.41,81.75,66.14,70.27,2.68,5.63,137.46,0,0,27,2,4,4,1267,graduated,2021-01-01,1,20,2
45.03,69.69,60.05,30.79,2.62,2.25,225.13,9,3,6,11,4,5,1268,dropped_out,2023-09-01,2,9,1
74.25,61.37,81.51,25.6,2.89,6.11,337.57,5,0,14,6,7,7,1269,active,2020-01-01,1,9,4
74.97,84.33,82.8,44.11,3.58,7.49,314.94,1,2,17,0,6,6,1270,graduated,2022-09-01,3,12,4
88.63,73.23,66.48,85.03,3.72,8.27,183.21,3,0,13,4,5,5,1271,graduated,2021-09-01,2,11,1
86.28,75.63,89.58,49.96,3.71,6.83,297.83,1,1,23,2,2,6,1272,graduated,2021-09-01,2,17,4
65.9,86.98,95.58,74.11,3.07,10.72,239.56,5,1,17,6,3,8,1273,active,2023-01-01,4,18,2
91.05,83.31,80.93,83.42,3.48,5.75,407.41,0,0,29,0,1,7,1274,graduated,2021-09-01,4,20,1
47.87,64.09,48.29,31.52,1.89,5.3,130.39,12,2,7,3,12,5,1275,dropped_out,2022-01-01,4,18,4
93.43,85.25,80.54,84.05,2.79,5.76,352.0,1,0,15,4,5,6,1276,graduated,2023-09-01,4,6,1
51.37,56.65,47.46,30.54,2.16,3.76,149.79,14,2,2,10,7,7,1277,dropped_out,2020-01-01,5,10,2
78.31,57.56,60.29,79.87,2.97,8.6,142.93,3,1,14,2,9,4,1278,active,2023-09-01,1,9,3
34.65,52.71,62.86,31.23,2.56,3.13,30.0,13,0,5,11,11,7,1279,dropped_out,2020-09-01,1,8,3
85.73,72.51,100.0,86.19,3.86,7.53,379.49,0,0,11,2,2,8,1280,graduated,2020-09-01,1,15,1
62.47,51.89,63.29,38.16,2.07,0.5,153.5,13,1,3,11,6,4,1281,dropped_out,2021-01-01,3,20,4
59.99,55.52,54.15,67.76,1.81,3.33,209.63,7,0,6,7,11,8,1282,dropped_out,2021-01-01,1,19,3
65.61,75.59,86.74,64.96,3.0,8.64,284.39,1,1,28,2,4,7,1283,graduated,2022-01-01,3,19,3
59.28,54.21,64.76,39.83,2.53,2.78,146.48,10,1,4,3,2,4,1284,dropped_out,2020-01-01,1,9,2
71.98,87.43,81.44,71.5,1.77,0.59,203.71,6,1,5,6,11,8,1285,active,2021-01-01,2,13,4
81.45,94.34,84.35,68.33,2.67,5.4,333.91,2,1,12,3,6,8,1286,graduated,2021-09-01,1,3,4
55.54,60.39,50.35,45.41,1.76,0.5,107.09,9,2,1,4,5,4,1287,dropped_out,2022-09-01,5,1,1
76.24,97.5,85.7,75.91,2.72,7.64,214.32,2,0,25,3,5,8,1288,graduated,2023-09-01,4,7,4
87.41,74.91,82.11,65.59,2.41,11.47,240.03,1,0,24,3,3,7,1289,graduated,2021-09-01,3,18,2
82.79,76.59,87.81,64.48,2.34,5.77,142.07,0,0,12,1,6,5,1290,graduated,2023-09-01,1,4,4
64.68,30.0,62.53,54.03,1.35,2.4,126.71,10,2,1,4,9,5,1291,dropped_out,2020-01-01,4,1,4
66.39,63.82,92.6,73.87,3.17,8.84,239.53,1,1,12,0,4,6,1292,graduated,2021-01-01,3,3,3
92.24,79.58,61.62,58.6,3.84,6.07,256.32,1,0,24,4,7,7,1293,graduated,2022-01-01,2,2,4
64.01,78.72,81.62,92.95,3.73,7.05,241.17,0,0,12,3,2,5,1294,graduated,2022-01-01,1,1,2
80.2,76.93,79.06,73.73,2.91,8.17,263.6,1,1,25,0,4,6,1295,graduated,2023-01-01,4,1,1
67.55,34.23,80.42,45.5,1.69,3.66,187.58,11,3,6,9,9,7,1296,dropped_out,2022-01-01,2,16,1
37.75,51.77,49.14,52.86,2.78,3.95,112.56,8,0,3,8,14,7,1297,dropped_out,2021-09-01,1,11,3
73.94,94.13,72.48,79.36,2.61,9.04,291.51,2,0,28,4,2,8,1298,graduated,2022-01-01,2,5,1
71.21,63.57,55.42,42.96,2.54,1.79,72.72,9,0,1,7,7,7,1299,dropped_out,2020-01-01,2,14,4
67.79,75.77,92.45,59.83,3.56,5.81,360.37,2,1,18,3,2,5,1300,graduated,2021-01-01,1,19,4
84.72,78.26,76.65,75.84,3.16,7.89,267.39,2,2,28,1,6,6,1301,graduated,2022-09-01,3,3,2
90.42,79.2,66.74,59.23,3.21,11.53,171.47,0,0,25,4,7,6,1302,graduated,2022-01-01,3,7,2
75.72,78.08,87.17,64.87,2.77,4.66,311.19,0,1,10,3,5,5,1303,graduated,2023-09-01,2,16,4
85.68,74.8,85.19,68.76,3.75,7.46,229.56,3,0,19,0,5,4,1304,graduated,2020-01-01,5,1,3
79.25,89.66,73.35,82.31,2.47,8.74,251.39,2,1,11,1,1,5,1305,graduated,2022-01-01,4,12,2
65.0,73.18,70.45,71.5,2.58,6.97,352.35,3,0,12,6,3,4,1306,active,2023-01-01,3,7,1
81.24,91.38,85.12,100.0,3.19,4.66,374.11,3,1,15,3,5,7,1307,graduated,2020-09-01,5,14,4
83.81,85.1,67.54,84.56,3.05,10.6,297.36,3,2,9,3,8,7,1308,active,2023-01-01,2,9,1
75.53,69.54,65.3,83.5,3.68,6.48,320.1,3,0,23,2,1,8,1309,graduated,2022-01-01,2,18,3
74.67,93.7,86.34,75.96,3.78,9.11,239.68,0,0,11,4,5,7,1310,graduated,2023-01-01,2,2,2
50.36,38.85,41.02,44.25,2.08,2.9,156.39,9,3,2,6,4,4,1311,dropped_out,2020-09-01,1,10,2
66.69,53.55,27.9,48.26,1.5,4.59,90.69,6,2,3,6,14,7,1312,dropped_out,2020-01-01,2,16,3
93.35,85.62,100.0,75.0,3.37,5.64,331.46,3,1,29,4,5,6,1313,graduated,2022-01-01,3,4,1
46.45,85.66,48.37,34.76,1.63,3.13,199.02,14,2,2,8,3,6,1314,dropped_out,2022-09-01,5,3,4
97.78,49.12,100.0,81.34,1.7,3.24,240.85,3,2,8,1,11,7,1315,active,2023-09-01,2,12,2
87.65,71.74,97.3,63.42,2.98,11.26,280.09,2,0,18,4,7,5,1316,graduated,2022-01-01,1,8,1
94.72,82.77,79.06,73.01,3.31,8.16,150.99,1,0,26,2,6,7,1317,graduated,2020-01-01,4,5,2
38.87,52.44,72.4,64.0,1.63,1.32,239.64,9,1,0,9,7,4,1318,dropped_out,2020-09-01,3,9,1
75.77,76.58,67.03,92.88,4.0,6.33,274.69,0,0,13,0,4,6,1319,graduated,2022-01-01,2,8,1
74.07,80.79,80.92,64.73,3.44,5.94,439.21,3,1,27,3,4,8,1320,graduated,2023-01-01,3,11,1
78.34,70.87,100.0,44.21,2.66,7.26,349.13,4,0,10,3,3,7,1321,active,2023-01-01,3,20,2
72.69,57.52,65.83,47.48,3.04,8.95,353.33,6,0,6,7,6,4,1322,active,2023-09-01,2,18,2
69.36,94.81,93.41,70.73,3.36,4.14,360.92,1,0,21,1,3,6,1323,graduated,2021-01-01,5,12,1
76.09,51.82,37.55,37.32,1.62,1.77,101.74,5,3,5,11,8,4,1324,dropped_out,2022-01-01,3,4,2
82.05,83.21,82.67,74.51,3.04,7.18,298.7,1,0,14,1,5,6,1325,graduated,2021-09-01,2,9,1
87.56,80.88,76.95,70.35,2.53,7.17,266.56,1,0,15,4,5,6,1326,graduated,2020-01-01,3,15,1
71.96,87.75,83.84,58.29,2.93,10.11,492.55,2,1,23,4,5,4,1327,graduated,2020-01-01,5,19,1
48.51,85.68,49.0,34.03,3.38,1.13,281.61,6,0,13,7,7,8,1328,active,2023-01-01,3,13,3
58.94,30.0,75.3,61.64,1.99,2.55,30.0,11,2,3,3,5,4,1329,dropped_out,2022-09-01,2,5,1
94.24,72.75,69.02,71.08,3.43,7.57,334.73,1,0,22,1,7,7,1330,graduated,2021-01-01,4,4,3
77.72,78.43,96.81,67.47,3.01,8.09,303.58,3,0,10,2,3,6,1331,graduated,2021-09-01,1,3,2
91.77,99.12,67.52,80.22,2.66,8.95,244.31,2,0,15,4,6,7,1332,graduated,2022-01-01,2,3,2
55.09,74.55,49.27,30.91,1.91,2.7,243.4,10,2,4,4,8,4,1333,dropped_out,2022-09-01,3,6,1
73.15,71.37,77.86,72.8,3.39,4.66,303.27,2,0,22,0,7,8,1334,graduated,2023-09-01,1,15,1
48.71,72.6,41.33,44.57,2.57,2.2,61.61,4,2,1,11,11,5,1335,dropped_out,2021-01-01,2,5,2
88.69,78.85,83.02,66.85,3.01,7.38,314.39,0,0,27,0,4,8,1336,graduated,2023-09-01,1,19,3
62.83,48.38,37.84,55.21,1.59,1.42,139.24,5,3,1,5,8,6,1337,dropped_out,2020-01-01,4,5,1
69.72,73.73,73.29,70.4,3.52,7.19,264.65,0,0,15,4,2,4,1338,graduated,2022-01-01,2,19,4
92.19,69.06,78.04,63.98,3.14,10.48,272.26,2,0,17,0,5,4,1339,graduated,2023-09-01,2,12,2
73.76,88.62,65.71,86.87,2.65,10.52,312.44,0,1,19,4,2,8,1340,graduated,2021-09-01,1,20,2
51.7,50.63,53.85,50.41,1.89,2.29,121.71,7,2,3,7,11,7,1341,dropped_out,2022-09-01,1,3,3
88.33,73.93,68.07,81.72,3.49,8.38,370.31,2,0,27,3,4,4,1342,graduated,2023-01-01,5,8,1
41.59,42.43,45.78,61.61,3.07,2.44,117.47,7,2,2,8,12,7,1343,dropped_out,2023-09-01,3,19,3
66.67,73.64,76.14,85.12,2.38,4.27,109.34,1,2,10,3,9,5,1344,active,2023-09-01,2,1,3
72.74,76.13,81.23,83.61,3.6,6.87,329.62,3,0,15,4,6,4,1345,graduated,2020-09-01,2,6,1
76.53,60.71,63.17,59.12,2.5,5.56,163.45,6,1,18,3,9,6,1346,active,2021-01-01,1,8,4
81.13,85.39,95.29,85.47,3.03,5.71,357.41,2,0,22,2,1,6,1347,graduated,2022-01-01,3,19,1
81.51,87.05,80.19,88.16,3.08,10.85,402.29,2,0,12,4,3,7,1348,graduated,2022-01-01,4,18,3
56.56,82.01,100.0,60.78,2.62,4.05,196.1,2,0,18,2,7,6,1349,active,2021-09-01,5,8,1
90.52,72.84,76.63,73.32,3.83,8.62,263.28,3,2,29,0,5,4,1350,graduated,2023-01-01,2,11,2
92.82,83.08,83.58,59.89,2.46,6.66,290.95,2,0,26,4,6,4,1351,graduated,2022-01-01,2,4,3
69.57,95.99,81.18,81.12,3.97,7.03,230.32,0,0,11,3,5,5,1352,graduated,2020-09-01,5,4,3
96.62,92.98,80.27,83.17,2.68,6.41,485.37,1,0,18,2,4,5,1353,graduated,2022-09-01,4,16,3
83.2,80.8,92.4,75.41,2.96,5.92,213.66,3,1,19,0,7,7,1354,graduated,2021-09-01,2,13,3
70.08,73.85,92.88,57.9,3.48,7.81,242.54,0,0,16,4,2,4,1355,graduated,2022-01-01,5,13,1
84.22,85.22,84.89,65.24,3.09,9.65,315.8,3,1,23,0,3,7,1356,graduated,2021-09-01,2,19,1
50.21,56.92,47.84,43.67,1.3,2.07,77.64,9,3,5,5,10,5,1357,dropped_out,2023-01-01,3,11,2
80.8,71.57,73.28,80.57,2.94,6.9,322.15,2,0,11,2,2,8,1358,graduated,2020-09-01,2,3,3
74.92,80.31,83.17,61.77,3.95,5.04,293.82,3,1,19,2,1,4,1359,graduated,2022-01-01,4,14,2
82.7,78.61,100.0,94.7,4.0,9.51,283.54,3,1,18,3,1,8,1360,graduated,2023-09-01,4,4,4
71.11,77.58,78.78,68.36,3.76,9.8,374.21,2,0,14,4,2,5,1361,graduated,2021-01-01,1,10,1
71.63,93.97,70.24,70.44,2.82,7.34,319.53,1,1,18,0,5,7,1362,graduated,2022-09-01,2,13,2
83.62,91.8,79.46,48.73,1.48,4.89,324.54,1,0,7,7,11,6,1363,active,2020-01-01,4,1,4
91.47,72.15,99.05,69.15,3.94,9.07,398.71,1,0,27,4,7,4,1364,graduated,2021-09-01,2,7,4
80.84,93.47,86.43,68.07,2.55,6.79,203.16,0,0,23,0,1,8,1365,graduated,2022-09-01,4,19,4
79.45,89.21,79.13,65.65,3.64,7.37,431.29,1,1,27,4,2,8,1366,graduated,2021-01-01,3,20,4
91.19,81.11,87.1,40.83,2.88,6.52,217.23,5,0,6,3,5,6,1367,active,2021-01-01,3,3,4
80.84,66.93,84.96,98.44,2.93,7.74,351.01,3,0,11,0,2,6,1368,graduated,2020-09-01,3,3,4
70.82,85.98,79.59,87.8,3.86,10.3,284.67,2,2,13,4,6,7,1369,graduated,2021-09-01,4,2,3
55.15,48.33,56.05,65.03,2.45,1.59,220.74,9,2,7,9,10,6,1370,dropped_out,2023-09-01,5,2,2
46.14,43.94,50.99,44.82,2.39,1.73,127.19,7,2,2,4,13,4,1371,dropped_out,2020-01-01,4,19,2
60.48,56.79,87.72,49.46,3.17,5.63,290.21,6,0,6,4,5,6,1372,active,2020-09-01,5,16,2
72.5,89.23,92.83,80.31,3.09,4.55,248.25,3,0,15,4,4,5,1373,graduated,2023-09-01,1,17,2
85.08,47.32,97.58,82.47,1.74,5.78,298.27,3,0,11,3,6,6,1374,active,2020-09-01,2,7,2
79.04,76.58,93.23,83.2,3.49,8.31,171.59,3,0,20,1,5,6,1375,graduated,2020-09-01,2,5,3
73.31,72.52,91.05,75.85,2.65,6.21,340.61,0,0,13,1,5,5,1376,graduated,2022-01-01,5,11,3
86.35,67.04,85.77,76.49,3.83,5.45,326.57,2,0,21,0,2,5,1377,graduated,2023-01-01,5,14,1
83.94,87.53,79.52,98.08,2.06,6.45,181.76,0,0,16,3,7,4,1378,graduated,2023-01-01,1,4,1
78.23,73.41,84.7,68.45,3.69,9.19,283.74,1,0,28,1,6,6,1379,graduated,2022-09-01,4,19,4
100.0,81.0,69.04,65.87,3.29,7.75,249.95,1,1,19,1,2,4,1380,graduated,2020-01-01,5,13,1
77.12,79.87,79.79,56.03,3.69,7.88,261.36,1,0,27,4,6,7,1381,graduated,2023-09-01,4,9,3
55.97,82.61,100.0,67.19,1.99,1.43,266.6,6,0,11,3,7,4,1382,active,2020-09-01,3,16,1
88.88,73.39,72.64,77.09,3.01,7.63,269.46,2,1,21,1,3,7,1383,graduated,2021-01-01,3,9,4
81.17,74.62,86.81,80.52,3.3,8.39,228.62,3,1,18,4,5,8,1384,graduated,2020-01-01,4,16,3
52.48,44.66,44.26,31.34,2.55,2.88,200.59,10,2,7,5,5,8,1385,dropped_out,2020-01-01,4,5,1
72.12,85.15,86.39,74.85,2.83,8.25,274.06,2,0,25,4,7,7,1386,graduated,2021-01-01,1,8,1
69.17,86.37,69.88,64.21,3.3,8.01,260.99,0,1,12,4,2,5,1387,graduated,2023-01-01,3,12,4
73.21,80.87,87.22,89.82,3.81,5.94,341.68,1,0,28,2,2,7,1388,graduated,2023-01-01,4,20,4
69.1,66.41,53.38,57.14,2.63,9.62,336.27,5,0,7,6,10,5,1389,active,2021-09-01,2,9,1
77.29,71.16,100.0,64.91,3.81,9.5,289.83,1,0,26,2,3,6,1390,graduated,2022-01-01,5,7,2
79.44,89.97,91.36,55.52,4.0,8.24,295.31,3,0,24,2,3,5,1391,graduated,2021-01-01,1,1,4
81.15,87.56,63.44,69.6,3.67,11.46,289.46,1,2,26,1,1,5,1392,graduated,2021-01-01,3,20,3
84.58,81.65,63.01,90.84,2.72,7.5,322.32,2,0,29,3,5,8,1393,graduated,2022-09-01,4,9,2
46.78,49.81,69.91,41.43,1.57,2.63,189.32,10,0,4,6,12,5,1394,dropped_out,2023-09-01,4,19,1
76.3,76.98,84.28,67.28,2.11,6.46,210.57,3,0,17,0,4,4,1395,graduated,2020-09-01,3,10,1
75.23,77.21,88.59,100.0,2.81,6.57,270.84,3,0,22,0,6,8,1396,graduated,2023-01-01,3,9,3
74.37,46.99,75.94,66.35,2.73,7.7,228.46,6,0,8,6,7,4,1397,active,2022-01-01,1,20,4
59.77,46.89,34.43,35.47,2.54,3.22,129.74,9,0,3,6,13,8,1398,dropped_out,2022-01-01,3,9,4
72.61,92.91,77.26,93.46,3.06,6.4,211.49,0,0,11,2,3,5,1399,graduated,2023-09-01,5,7,3
82.36,100.0,80.18,78.89,3.38,4.39,132.56,0,0,14,3,4,8,1400,graduated,2021-09-01,5,10,2
88.76,66.79,86.5,98.18,3.22,10.57,257.3,2,0,10,3,1,7,1401,graduated,2021-09-01,3,18,2
67.44,32.9,71.38,37.92,1.68,4.05,141.26,14,0,5,9,13,5,1402,dropped_out,2022-01-01,3,14,3
59.57,91.55,69.6,72.86,3.19,7.95,222.7,2,0,6,4,7,6,1403,active,2022-09-01,1,16,1
89.98,89.6,82.08,74.28,2.96,8.99,320.36,1,0,25,3,5,7,1404,graduated,2020-09-01,4,17,3
58.02,57.92,59.18,47.01,1.62,5.28,143.84,13,2,6,11,4,7,1405,dropped_out,2023-01-01,2,11,4
81.36,81.96,82.51,94.28,1.9,6.2,276.71,3,0,19,2,3,8,1406,graduated,2023-01-01,1,16,3
92.14,70.8,93.14,100.0,2.82,7.24,252.37,0,0,28,4,2,4,1407,graduated,2021-09-01,3,7,2
69.15,76.4,73.99,47.94,2.08,3.77,352.63,4,1,17,3,7,4,1408,active,2021-09-01,2,20,4
75.33,62.1,64.51,75.63,2.42,6.56,214.16,6,0,11,3,4,7,1409,active,2023-09-01,1,2,2
73.6,82.22,57.69,76.32,2.5,6.5,267.84,5,0,12,5,11,6,1410,active,2022-01-01,5,7,1
76.84,87.49,100.0,79.65,2.7,7.12,296.4,0,0,11,0,7,7,1411,graduated,2020-01-01,3,5,1
72.77,71.0,83.92,67.76,2.68,8.64,345.46,1,0,24,3,1,8,1412,graduated,2023-09-01,3,10,4
86.65,81.97,93.08,67.59,2.52,9.43,261.58,1,0,28,1,7,5,1413,graduated,2022-09-01,3,16,3
79.75,78.45,100.0,99.76,3.0,8.6,329.19,3,1,22,3,5,6,1414,graduated,2021-01-01,4,1,2
80.11,66.9,82.11,57.37,3.6,10.34,271.13,0,1,25,2,1,8,1415,graduated,2021-01-01,5,6,1
80.22,68.26,60.87,80.62,3.22,10.63,178.24,1,0,20,1,3,4,1416,graduated,2022-01-01,5,20,1
73.58,92.76,93.35,65.83,4.0,9.05,404.68,2,0,27,3,5,5,1417,graduated,2020-01-01,1,14,4
81.17,89.77,84.44,58.32,2.78,10.08,247.71,1,1,12,1,5,5,1418,graduated,2023-01-01,2,7,1
50.52,70.19,43.13,56.05,2.75,1.86,121.27,14,0,7,7,4,7,1419,dropped_out,2022-09-01,3,20,2
74.95,77.85,84.13,100.0,2.89,6.1,171.23,6,0,7,6,6,7,1420,active,2023-01-01,3,4,1
65.84,85.27,89.6,100.0,4.0,11.48,354.68,1,0,25,3,4,8,1421,graduated,2023-01-01,5,7,3
91.2,94.68,87.89,61.11,3.25,5.33,191.39,1,0,26,2,4,7,1422,graduated,2023-09-01,2,16,3
87.3,93.32,88.2,82.98,3.59,9.97,223.16,1,0,10,1,2,7,1423,graduated,2021-01-01,1,19,4
62.07,47.45,89.13,81.01,2.11,7.38,227.36,4,1,5,3,2,8,1424,active,2021-01-01,1,9,2
98.49,77.39,90.2,65.18,3.14,6.93,254.23,3,0,22,0,7,5,1425,graduated,2023-09-01,2,2,3
82.03,69.63,91.76,80.66,3.91,6.23,402.68,2,1,14,2,5,5,1426,graduated,2022-09-01,1,1,2
86.31,94.52,90.54,70.77,3.02,8.98,211.4,3,2,27,4,4,7,1427,graduated,2021-09-01,5,9,1
60.64,90.34,66.61,100.0,4.0,13.35,287.37,3,0,29,4,5,7,1428,graduated,2022-09-01,4,9,4
65.74,88.11,82.45,96.13,2.46,8.95,321.54,5,0,9,1,4,4,1429,active,2023-09-01,1,5,1
67.2,100.0,81.55,69.35,2.66,7.3,276.61,0,1,14,1,4,7,1430,graduated,2021-01-01,5,15,2
86.6,81.42,86.35,65.68,2.34,7.77,236.18,2,0,22,1,1,4,1431,graduated,2023-09-01,2,16,4
81.2,86.11,82.69,91.72,3.07,9.68,361.1,0,0,13,1,2,4,1432,graduated,2020-09-01,3,1,2
74.27,83.89,85.99,68.24,3.02,7.69,247.52,0,2,14,3,2,7,1433,graduated,2022-01-01,4,12,4
77.94,83.6,100.0,82.85,3.01,6.67,254.1,0,0,12,3,1,6,1434,graduated,2021-01-01,5,16,4
75.51,90.32,87.09,63.19,2.82,7.99,354.88,1,0,19,3,2,6,1435,graduated,2021-01-01,3,9,1
92.39,71.13,85.0,54.68,2.74,9.39,306.86,3,0,20,3,2,4,1436,graduated,2021-09-01,4,15,4
71.62,86.06,99.53,84.68,2.59,3.27,209.71,4,0,10,5,3,6,1437,active,2020-09-01,4,1,1
39.49,39.96,58.34,41.81,2.04,4.55,111.82,10,3,7,5,3,5,1438,dropped_out,2023-09-01,1,20,3
69.83,90.47,73.45,69.96,3.52,6.4,161.37,0,1,14,4,4,4,1439,graduated,2021-09-01,1,8,4
76.77,79.12,86.3,78.11,3.13,9.06,96.92,0,0,26,1,6,5,1440,graduated,2022-09-01,4,4,1
84.93,98.16,71.07,74.59,3.42,4.77,283.94,1,1,15,1,7,7,1441,graduated,2021-01-01,3,18,3
71.52,51.22,43.88,47.95,2.35,1.8,214.1,14,0,3,4,10,8,1442,dropped_out,2020-01-01,4,4,3
79.73,72.63,98.29,57.83,2.95,6.89,418.58,0,0,14,2,3,4,1443,graduated,2021-01-01,2,15,2
72.66,67.39,81.46,30.91,1.92,1.82,184.88,6,2,6,11,12,5,1444,dropped_out,2022-01-01,5,4,4
69.04,62.88,59.12,51.22,2.86,6.73,225.51,2,1,13,1,6,6,1445,active,2023-01-01,1,18,4
88.31,72.38,88.25,75.77,3.23,5.72,384.7,1,1,21,3,2,8,1446,graduated,2023-01-01,2,4,4
90.82,81.62,100.0,89.21,3.14,9.45,307.83,2,0,14,3,5,8,1447,graduated,2022-09-01,2,9,4
81.35,84.11,80.12,94.11,1.51,8.04,216.77,0,0,14,4,3,7,1448,graduated,2022-09-01,4,20,3
74.5,74.92,93.89,75.29,2.32,2.07,275.66,1,1,7,4,6,7,1449,active,2022-01-01,3,12,2
52.5,48.35,63.73,68.99,2.35,6.04,131.74,13,3,5,10,13,4,1450,dropped_out,2021-09-01,5,16,4
75.39,83.1,87.9,82.12,3.32,7.45,265.79,3,1,27,0,2,7,1451,graduated,2022-09-01,1,13,2
74.04,70.17,82.47,87.35,3.22,9.59,301.06,0,0,20,0,2,8,1452,graduated,2020-01-01,2,10,3
74.2,78.72,52.25,65.18,3.64,10.42,297.64,2,0,18,0,5,4,1453,graduated,2021-01-01,5,2,3
87.08,85.83,85.46,70.94,4.0,8.47,258.91,1,0,25,2,2,7,1454,graduated,2023-01-01,5,8,4
85.97,69.9,72.95,63.84,3.62,7.98,205.03,2,1,11,0,4,8,1455,graduated,2021-09-01,4,13,4
81.54,75.25,96.55,58.33,2.93,8.6,275.14,1,0,19,0,6,7,1456,graduated,2022-01-01,5,15,2
85.32,80.01,67.92,78.99,3.44,10.01,389.75,3,0,19,2,6,8,1457,graduated,2022-01-01,3,15,2
66.7,56.34,59.55,63.22,1.95,4.03,150.85,14,1,6,4,12,5,1458,dropped_out,2020-01-01,1,13,1
74.42,66.87,98.97,86.63,3.59,3.89,464.72,1,0,20,4,2,5,1459,graduated,2023-09-01,5,9,1
