id,student_id,course_id,semester,grade_points,status,enrollment_date
1136,225,36,Fall2024,3.3,completed,2025-04-16
1137,225,29,Fall2024,,enrolled,2025-04-16
1138,225,24,Fall2024,3.0,completed,2025-04-16
1139,226,35,Fall2024,,enrolled,2022-11-01
1140,226,28,Fall2024,,enrolled,2022-11-01
1141,226,29,Fall2024,,enrolled,2022-11-01
1142,226,23,Fall2024,3.3,completed,2022-11-01
1143,227,25,Fall2024,3.3,completed,2024-07-24
1144,227,30,Fall2024,,enrolled,2024-07-24
1145,227,23,Fall2024,3.3,completed,2024-07-24
1146,227,22,Fall2024,,enrolled,2024-07-24
1147,227,28,Fall2024,,enrolled,2024-07-24
1148,227,27,Fall2024,,enrolled,2024-07-24
1149,228,22,Fall2024,,enrolled,2025-01-21
1150,228,23,Fall2024,,enrolled,2025-01-21
1151,228,19,Fall2024,,enrolled,2025-01-21
1152,228,33,Fall2024,,enrolled,2025-01-21
1153,229,28,Fall2024,,enrolled,2025-01-29
1154,229,20,Fall2024,,enrolled,2025-01-29
1155,229,22,Fall2024,,enrolled,2025-01-29
1156,229,33,Fall2024,,enrolled,2025-01-29
1157,229,36,Fall2024,2.7,completed,2025-01-29
1158,230,35,Fall2024,,enrolled,2022-10-02
1159,230,33,Fall2024,,enrolled,2022-10-02
1160,230,21,Fall2024,,enrolled,2022-10-02
1161,230,19,Fall2024,3.3,completed,2022-10-02
1162,231,21,Fall2024,,enrolled,2022-10-08
1163,231,29,Fall2024,,enrolled,2022-10-08
1164,231,23,Fall2024,,enrolled,2022-10-08
1165,231,28,Fall2024,2.0,completed,2022-10-08
1166,231,24,Fall2024,,enrolled,2022-10-08
1167,231,34,Fall2024,,enrolled,2022-10-08
1168,232,31,Fall2024,3.7,completed,2023-10-10
1169,232,28,Fall2024,,enrolled,2023-10-10
1170,232,33,Fall2024,,enrolled,2023-10-10
1171,232,21,Fall2024,,enrolled,2023-10-10
1172,232,30,Fall2024,,enrolled,2023-10-10
1173,233,23,Fall2024,,enrolled,2025-07-28
1174,233,34,Fall2024,,enrolled,2025-07-28
1175,233,25,Fall2024,,enrolled,2025-07-28
1176,233,26,Fall2024,,enrolled,2025-07-28
1177,233,35,Fall2024,,enrolled,2025-07-28
1178,234,30,Fall2024,,enrolled,2025-06-05
1179,234,20,Fall2024,,enrolled,2025-06-05
1180,234,24,Fall2024,,enrolled,2025-06-05
1181,234,34,Fall2024,,enrolled,2025-06-05
1182,234,27,Fall2024,,enrolled,2025-06-05
1183,234,35,Fall2024,,enrolled,2025-06-05
1184,235,31,Fall2024,,enrolled,2022-02-28
1185,235,26,Fall2024,,enrolled,2022-02-28
1186,235,32,Fall2024,,enrolled,2022-02-28
1187,235,22,Fall2024,3.0,completed,2022-02-28
1188,236,29,Fall2024,1.0,completed,2022-10-28
1189,236,36,Fall2024,,enrolled,2022-10-28
1190,236,32,Fall2024,,enrolled,2022-10-28
1191,236,30,Fall2024,2.0,completed,2022-10-28
1192,237,23,Fall2024,,enrolled,2023-01-04
1193,237,33,Fall2024,,enrolled,2023-01-04
1194,237,28,Fall2024,,enrolled,2023-01-04
1195,237,19,Fall2024,,enrolled,2023-01-04
1196,237,30,Fall2024,,enrolled,2023-01-04
1197,238,31,Fall2024,,enrolled,2025-08-11
1198,238,32,Fall2024,,enrolled,2025-08-11
1199,238,33,Fall2024,2.7,completed,2025-08-11
1200,238,26,Fall2024,,enrolled,2025-08-11
1201,238,25,Fall2024,,enrolled,2025-08-11
1202,238,35,Fall2024,,dropped,2025-08-11
1203,239,36,Fall2024,,enrolled,2025-12-05
1204,239,34,Fall2024,3.3,completed,2025-12-05
1205,239,33,Fall2024,3.3,completed,2025-12-05
1206,239,30,Fall2024,,enrolled,2025-12-05
1207,239,31,Fall2024,,enrolled,2025-12-05
1208,240,23,Fall2024,,enrolled,2025-05-28
1209,240,27,Fall2024,4.0,completed,2025-05-28
1210,240,31,Fall2024,,dropped,2025-05-28
1211,240,21,Fall2024,,enrolled,2025-05-28
1212,241,36,Fall2024,,enrolled,2022-06-08
1213,241,21,Fall2024,,enrolled,2022-06-08
1214,241,30,Fall2024,,enrolled,2022-06-08
1215,241,26,Fall2024,,enrolled,2022-06-08
1216,241,22,Fall2024,,enrolled,2022-06-08
1217,241,34,Fall2024,,enrolled,2022-06-08
1218,242,30,Fall2024,,enrolled,2023-07-23
1219,242,20,Fall2024,,enrolled,2023-07-23
1220,242,33,Fall2024,,enrolled,2023-07-23
1221,242,35,Fall2024,1.7,completed,2023-07-23
1222,242,24,Fall2024,,enrolled,2023-07-23
1223,242,19,Fall2024,3.0,completed,2023-07-23
1224,243,24,Fall2024,,enrolled,2022-07-18
1225,243,28,Fall2024,2.3,completed,2022-07-18
1226,243,34,Fall2024,,enrolled,2022-07-18
1227,243,35,Fall2024,,enrolled,2022-07-18
1228,243,32,Fall2024,,enrolled,2022-07-18
1229,243,23,Fall2024,,enrolled,2022-07-18
1230,244,26,Fall2024,,enrolled,2023-05-23
1231,244,22,Fall2024,,enrolled,2023-05-23
1232,244,19,Fall2024,,enrolled,2023-05-23
1233,244,24,Fall2024,,enrolled,2023-05-23
1234,244,31,Fall2024,,enrolled,2023-05-23
1235,245,20,Fall2024,,enrolled,2024-03-10
1236,245,23,Fall2024,,enrolled,2024-03-10
1237,245,25,Fall2024,,enrolled,2024-03-10
1238,245,21,Fall2024,,dropped,2024-03-10
1239,245,28,Fall2024,,enrolled,2024-03-10
1240,246,28,Fall2024,,enrolled,2024-06-07
1241,246,31,Fall2024,,enrolled,2024-06-07
1242,246,33,Fall2024,3.0,completed,2024-06-07
1243,246,25,Fall2024,,enrolled,2024-06-07
1244,247,30,Fall2024,1.7,completed,2023-05-24
1245,247,27,Fall2024,3.0,completed,2023-05-24
1246,247,19,Fall2024,4.0,completed,2023-05-24
1247,247,25,Fall2024,2.3,completed,2023-05-24
1248,247,29,Fall2024,,enrolled,2023-05-24
1249,248,32,Fall2024,,enrolled,2024-02-11
1250,248,25,Fall2024,,enrolled,2024-02-11
1251,248,19,Fall2024,,enrolled,2024-02-11
1252,248,23,Fall2024,2.3,completed,2024-02-11
1253,248,33,Fall2024,3.7,completed,2024-02-11
1254,248,26,Fall2024,4.0,completed,2024-02-11
1255,249,26,Fall2024,,enrolled,2024-03-05
1256,249,35,Fall2024,3.7,completed,2024-03-05
1257,249,19,Fall2024,,enrolled,2024-03-05
1258,249,32,Fall2024,,enrolled,2024-03-05
1259,249,30,Fall2024,,enrolled,2024-03-05
1260,249,22,Fall2024,,enrolled,2024-03-05
1261,250,30,Fall2024,,enrolled,2024-10-22
1262,250,32,Fall2024,,enrolled,2024-10-22
1263,250,33,Fall2024,,enrolled,2024-10-22
1264,250,21,Fall2024,1.7,completed,2024-10-22
1265,251,25,Fall2024,,enrolled,2024-02-02
1266,251,29,Fall2024,,enrolled,2024-02-02
1267,251,19,Fall2024,,enrolled,2024-02-02
1268,251,24,Fall2024,,enrolled,2024-02-02
1269,251,21,Fall2024,,enrolled,2024-02-02
1270,251,34,Fall2024,,enrolled,2024-02-02
1271,252,35,Fall2024,,enrolled,2022-11-18
1272,252,29,Fall2024,,enrolled,2022-11-18
1273,252,23,Fall2024,,enrolled,2022-11-18
1274,252,33,Fall2024,4.0,completed,2022-11-18
1275,252,19,Fall2024,,enrolled,2022-11-18
1276,252,32,Fall2024,1.7,completed,2022-11-18
1277,253,26,Fall2024,4.0,completed,2025-07-08
1278,253,32,Fall2024,,enrolled,2025-07-08
1279,253,31,Fall2024,,enrolled,2025-07-08
1280,253,27,Fall2024,,enrolled,2025-07-08
1281,253,28,Fall2024,,enrolled,2025-07-08
1282,253,24,Fall2024,,enrolled,2025-07-08
1283,254,24,Fall2024,,enrolled,2023-04-05
1284,254,26,Fall2024,2.7,completed,2023-04-05
1285,254,30,Fall2024,,enrolled,2023-04-05
1286,254,23,Fall2024,,enrolled,2023-04-05
1287,254,32,Fall2024,,enrolled,2023-04-05
1288,255,25,Fall2024,,enrolled,2022-02-15
1289,255,36,Fall2024,,enrolled,2022-02-15
1290,255,34,Fall2024,3.3,completed,2022-02-15
1291,255,33,Fall2024,,enrolled,2022-02-15
1292,256,36,Fall2024,,enrolled,2023-06-27
1293,256,21,Fall2024,,enrolled,2023-06-27
1294,256,19,Fall2024,,enrolled,2023-06-27
1295,256,24,Fall2024,,enrolled,2023-06-27
1296,257,20,Fall2024,,enrolled,2024-05-07
1297,257,32,Fall2024,,dropped,2024-05-07
1298,257,36,Fall2024,,enrolled,2024-05-07
1299,257,28,Fall2024,,enrolled,2024-05-07
1300,257,24,Fall2024,2.7,completed,2024-05-07
1301,258,34,Fall2024,,enrolled,2022-02-13
1302,258,24,Fall2024,,enrolled,2022-02-13
1303,258,32,Fall2024,3.0,completed,2022-02-13
1304,258,29,Fall2024,,dropped,2022-02-13
1305,258,30,Fall2024,,enrolled,2022-02-13
1306,258,23,Fall2024,2.3,completed,2022-02-13
1307,259,19,Fall2024,,enrolled,2022-04-11
1308,259,29,Fall2024,,enrolled,2022-04-11
1309,259,31,Fall2024,,enrolled,2022-04-11
1310,259,20,Fall2024,2.3,completed,2022-04-11
1311,259,32,Fall2024,,enrolled,2022-04-11
1312,260,31,Fall2024,,enrolled,2023-05-06
1313,260,29,Fall2024,,enrolled,2023-05-06
1314,260,34,Fall2024,,enrolled,2023-05-06
1315,260,32,Fall2024,3.0,completed,2023-05-06
1316,260,19,Fall2024,3.7,completed,2023-05-06
1317,261,35,Fall2024,2.7,completed,2023-08-12
1318,261,20,Fall2024,,enrolled,2023-08-12
1319,261,31,Fall2024,,enrolled,2023-08-12
1320,261,30,Fall2024,2.3,completed,2023-08-12
1321,261,21,Fall2024,4.0,completed,2023-08-12
1322,262,35,Fall2024,,enrolled,2024-01-10
1323,262,30,Fall2024,,enrolled,2024-01-10
1324,262,23,Fall2024,,enrolled,2024-01-10
1325,262,21,Fall2024,,enrolled,2024-01-10
1326,263,23,Fall2024,,enrolled,2024-06-24
1327,263,28,Fall2024,,enrolled,2024-06-24
1328,263,30,Fall2024,,enrolled,2024-06-24
1329,263,36,Fall2024,,enrolled,2024-06-24
1330,263,29,Fall2024,1.7,completed,2024-06-24
1331,263,31,Fall2024,,dropped,2024-06-24
1332,264,26,Fall2024,,enrolled,2024-09-14
1333,264,34,Fall2024,,enrolled,2024-09-14
1334,264,36,Fall2024,,enrolled,2024-09-14
1335,264,28,Fall2024,,enrolled,2024-09-14
1336,264,19,Fall2024,4.0,completed,2024-09-14
1337,264,21,Fall2024,2.0,completed,2024-09-14
1338,265,35,Fall2024,,enrolled,2024-03-24
1339,265,26,Fall2024,,enrolled,2024-03-24
1340,265,23,Fall2024,,enrolled,2024-03-24
1341,265,27,Fall2024,,enrolled,2024-03-24
1342,265,24,Fall2024,,enrolled,2024-03-24
1343,265,30,Fall2024,,enrolled,2024-03-24
1344,266,33,Fall2024,3.7,completed,2024-12-03
1345,266,23,Fall2024,,enrolled,2024-12-03
1346,266,30,Fall2024,,enrolled,2024-12-03
1347,266,27,Fall2024,,enrolled,2024-12-03
1348,266,28,Fall2024,,enrolled,2024-12-03
1349,266,34,Fall2024,,enrolled,2024-12-03
1350,267,19,Fall2024,,enrolled,2024-06-12
1351,267,23,Fall2024,,enrolled,2024-06-12
1352,267,20,Fall2024,3.3,completed,2024-06-12
1353,267,30,Fall2024,,enrolled,2024-06-12
1354,267,35,Fall2024,3.0,completed,2024-06-12
1355,268,33,Fall2024,3.0,completed,2025-06-08
1356,268,28,Fall2024,,enrolled,2025-06-08
1357,268,36,Fall2024,3.3,completed,2025-06-08
1358,268,19,Fall2024,,enrolled,2025-06-08
1359,268,24,Fall2024,,dropped,2025-06-08
1360,269,28,Fall2024,,enrolled,2024-09-21
1361,269,25,Fall2024,1.7,completed,2024-09-21
1362,269,26,Fall2024,,enrolled,2024-09-21
1363,269,22,Fall2024,,enrolled,2024-09-21
1364,269,20,Fall2024,,enrolled,2024-09-21
1365,270,36,Fall2024,,enrolled,2024-04-20
1366,270,30,Fall2024,,enrolled,2024-04-20
1367,270,35,Fall2024,3.0,completed,2024-04-20
1368,270,29,Fall2024,,enrolled,2024-04-20
1369,270,21,Fall2024,3.7,completed,2024-04-20
1370,271,33,Fall2024,,enrolled,2024-06-17
1371,271,21,Fall2024,1.7,completed,2024-06-17
1372,271,32,Fall2024,,enrolled,2024-06-17
1373,271,25,Fall2024,4.0,completed,2024-06-17
1374,272,26,Fall2024,3.3,completed,2022-11-23
1375,272,31,Fall2024,,enrolled,2022-11-23
1376,272,24,Fall2024,,enrolled,2022-11-23
1377,272,23,Fall2024,,enrolled,2022-11-23
1378,273,19,Fall2024,,enrolled,2022-06-03
1379,273,28,Fall2024,,enrolled,2022-06-03
1380,273,20,Fall2024,,enrolled,2022-06-03
1381,273,23,Fall2024,3.0,completed,2022-06-03
1382,273,35,Fall2024,,enrolled,2022-06-03
1383,274,31,Fall2024,,enrolled,2025-06-03
1384,274,23,Fall2024,,enrolled,2025-06-03
1385,274,32,Fall2024,1.7,completed,2025-06-03
1386,274,36,Fall2024,,enrolled,2025-06-03
1387,275,25,Fall2024,,enrolled,2023-05-14
1388,275,30,Fall2024,,enrolled,2023-05-14
1389,275,35,Fall2024,,enrolled,2023-05-14
1390,275,32,Fall2024,,dropped,2023-05-14
1391,275,36,Fall2024,,enrolled,2023-05-14
1392,276,26,Fall2024,,dropped,2024-02-02
1393,276,30,Fall2024,3.3,completed,2024-02-02
1394,276,34,Fall2024,,enrolled,2024-02-02
1395,276,32,Fall2024,,enrolled,2024-02-02
1396,276,20,Fall2024,,enrolled,2024-02-02
1397,276,24,Fall2024,2.3,completed,2024-02-02
1398,277,30,Fall2024,2.7,completed,2024-07-31
1399,277,27,Fall2024,,enrolled,2024-07-31
1400,277,32,Fall2024,,enrolled,2024-07-31
1401,277,26,Fall2024,,enrolled,2024-07-31
1402,277,31,Fall2024,,enrolled,2024-07-31
1403,277,34,Fall2024,,enrolled,2024-07-31
1404,278,21,Fall2024,,enrolled,2025-08-19
1405,278,24,Fall2024,,enrolled,2025-08-19
1406,278,31,Fall2024,4.0,completed,2025-08-19
1407,278,36,Fall2024,2.7,completed,2025-08-19
1408,278,33,Fall2024,,enrolled,2025-08-19
1409,279,33,Fall2024,,enrolled,2025-08-01
1410,279,27,Fall2024,,enrolled,2025-08-01
1411,279,22,Fall2024,,enrolled,2025-08-01
1412,279,23,Fall2024,,enrolled,2025-08-01
1413,279,25,Fall2024,,enrolled,2025-08-01
1414,279,24,Fall2024,,enrolled,2025-08-01
1415,280,23,Fall2024,3.0,completed,2025-02-23
1416,280,35,Fall2024,,enrolled,2025-02-23
1417,280,36,Fall2024,1.7,completed,2025-02-23
1418,280,29,Fall2024,,enrolled,2025-02-23
1419,281,28,Fall2024,,enrolled,2025-07-09
1420,281,22,Fall2024,,dropped,2025-07-09
1421,281,26,Fall2024,3.7,completed,2025-07-09
1422,281,33,Fall2024,,enrolled,2025-07-09
1423,282,32,Fall2024,,enrolled,2022-11-14
1424,282,34,Fall2024,,enrolled,2022-11-14
1425,282,19,Fall2024,,enrolled,2022-11-14
1426,282,33,Fall2024,3.0,completed,2022-11-14
1427,283,30,Fall2024,,enrolled,2022-08-07
1428,283,27,Fall2024,4.0,completed,2022-08-07
1429,283,28,Fall2024,,enrolled,2022-08-07
1430,283,23,Fall2024,,enrolled,2022-08-07
1431,283,33,Fall2024,,enrolled,2022-08-07
1432,283,20,Fall2024,,enrolled,2022-08-07
1433,284,24,Fall2024,,enrolled,2023-01-25
1434,284,32,Fall2024,3.0,completed,2023-01-25
1435,284,29,Fall2024,,enrolled,2023-01-25
1436,284,36,Fall2024,2.3,completed,2023-01-25
1437,284,31,Fall2024,,enrolled,2023-01-25
1438,285,21,Fall2024,,enrolled,2023-07-08
1439,285,20,Fall2024,,enrolled,2023-07-08
1440,285,30,Fall2024,,dropped,2023-07-08
1441,285,24,Fall2024,,enrolled,2023-07-08
1442,286,26,Fall2024,,dropped,2024-04-14
1443,286,30,Fall2024,,enrolled,2024-04-14
1444,286,20,Fall2024,,enrolled,2024-04-14
1445,286,36,Fall2024,3.3,completed,2024-04-14
1446,287,29,Fall2024,,enrolled,2022-07-31
1447,287,21,Fall2024,,enrolled,2022-07-31
1448,287,24,Fall2024,,enrolled,2022-07-31
1449,287,28,Fall2024,,enrolled,2022-07-31
1450,287,36,Fall2024,3.3,completed,2022-07-31
1451,287,27,Fall2024,,enrolled,2022-07-31
1452,288,23,Fall2024,4.0,completed,2024-10-31
1453,288,25,Fall2024,,enrolled,2024-10-31
1454,288,24,Fall2024,,enrolled,2024-10-31
1455,288,33,Fall2024,,enrolled,2024-10-31
1456,289,25,Fall2024,,enrolled,2024-07-07
1457,289,23,Fall2024,,enrolled,2024-07-07
1458,289,22,Fall2024,,enrolled,2024-07-07
1459,289,35,Fall2024,,enrolled,2024-07-07
1460,289,24,Fall2024,3.0,completed,2024-07-07
1461,290,22,Fall2024,,enrolled,2025-02-12
1462,290,21,Fall2024,,enrolled,2025-02-12
1463,290,28,Fall2024,,enrolled,2025-02-12
1464,290,27,Fall2024,3.3,completed,2025-02-12
1465,290,34,Fall2024,4.0,completed,2025-02-12
1466,290,29,Fall2024,,enrolled,2025-02-12
1467,291,30,Fall2024,1.7,completed,2022-11-26
1468,291,24,Fall2024,,enrolled,2022-11-26
1469,291,20,Fall2024,,enrolled,2022-11-26
1470,291,22,Fall2024,,enrolled,2022-11-26
1471,292,33,Fall2024,,enrolled,2025-12-25
1472,292,23,Fall2024,,enrolled,2025-12-25
1473,292,20,Fall2024,,dropped,2025-12-25
1474,292,25,Fall2024,,enrolled,2025-12-25
1475,292,32,Fall2024,,enrolled,2025-12-25
1476,292,29,Fall2024,4.0,completed,2025-12-25
1477,293,30,Fall2024,,enrolled,2022-02-18
1478,293,25,Fall2024,,enrolled,2022-02-18
1479,293,19,Fall2024,,enrolled,2022-02-18
1480,293,28,Fall2024,,enrolled,2022-02-18
1481,294,25,Fall2024,,enrolled,2024-05-13
1482,294,32,Fall2024,4.0,completed,2024-05-13
1483,294,28,Fall2024,,enrolled,2024-05-13
1484,294,31,Fall2024,4.0,completed,2024-05-13
1485,294,29,Fall2024,,enrolled,2024-05-13
1486,295,23,Fall2024,,enrolled,2024-05-19
1487,295,33,Fall2024,,enrolled,2024-05-19
1488,295,27,Fall2024,,enrolled,2024-05-19
1489,295,36,Fall2024,,enrolled,2024-05-19
1490,296,31,Fall2024,,enrolled,2023-06-15
1491,296,24,Fall2024,,enrolled,2023-06-15
1492,296,29,Fall2024,,enrolled,2023-06-15
1493,296,21,Fall2024,,dropped,2023-06-15
1494,296,19,Fall2024,3.0,completed,2023-06-15
1495,297,33,Fall2024,,enrolled,2024-07-07
1496,297,26,Fall2024,,dropped,2024-07-07
1497,297,31,Fall2024,,enrolled,2024-07-07
1498,297,29,Fall2024,,dropped,2024-07-07
1499,297,32,Fall2024,,enrolled,2024-07-07
1500,298,19,Fall2024,,enrolled,2023-08-13
1501,298,35,Fall2024,4.0,completed,2023-08-13
1502,298,22,Fall2024,,dropped,2023-08-13
1503,298,25,Fall2024,,enrolled,2023-08-13
1504,298,20,Fall2024,,enrolled,2023-08-13
1505,298,21,Fall2024,,enrolled,2023-08-13
1506,299,23,Fall2024,,enrolled,2022-05-14
1507,299,26,Fall2024,,enrolled,2022-05-14
1508,299,22,Fall2024,,enrolled,2022-05-14
1509,299,31,Fall2024,,enrolled,2022-05-14
1510,299,27,Fall2024,,enrolled,2022-05-14
1511,300,27,Fall2024,2.0,completed,2025-03-14
1512,300,35,Fall2024,,enrolled,2025-03-14
1513,300,36,Fall2024,,enrolled,2025-03-14
1514,300,26,Fall2024,3.7,completed,2025-03-14
1515,301,34,Fall2024,,enrolled,2025-01-25
1516,301,20,Fall2024,,enrolled,2025-01-25
1517,301,29,Fall2024,,enrolled,2025-01-25
1518,301,31,Fall2024,,enrolled,2025-01-25
1519,301,21,Fall2024,,enrolled,2025-01-25
1520,302,33,Fall2024,,enrolled,2023-07-15
1521,302,19,Fall2024,4.0,completed,2023-07-15
1522,302,21,Fall2024,,dropped,2023-07-15
1523,302,22,Fall2024,,enrolled,2023-07-15
1524,302,28,Fall2024,,enrolled,2023-07-15
1525,302,20,Fall2024,4.0,completed,2023-07-15
1526,303,33,Fall2024,3.3,completed,2022-02-19
1527,303,20,Fall2024,,enrolled,2022-02-19
1528,303,27,Fall2024,4.0,completed,2022-02-19
1529,303,19,Fall2024,1.0,completed,2022-02-19
1530,303,36,Fall2024,,enrolled,2022-02-19
1531,304,28,Fall2024,4.0,completed,2024-06-21
1532,304,25,Fall2024,,dropped,2024-06-21
1533,304,31,Fall2024,3.0,completed,2024-06-21
1534,304,27,Fall2024,3.7,completed,2024-06-21
1535,305,26,Fall2024,,enrolled,2023-07-18
1536,305,25,Fall2024,,enrolled,2023-07-18
1537,305,24,Fall2024,1.7,completed,2023-07-18
1538,305,29,Fall2024,1.7,completed,2023-07-18
1539,305,19,Fall2024,,enrolled,2023-07-18
1540,305,32,Fall2024,0.0,completed,2023-07-18
1541,306,28,Fall2024,,enrolled,2023-07-30
1542,306,27,Fall2024,3.3,completed,2023-07-30
1543,306,24,Fall2024,,enrolled,2023-07-30
1544,306,33,Fall2024,,enrolled,2023-07-30
1545,306,19,Fall2024,4.0,completed,2023-07-30
1546,306,26,Fall2024,,enrolled,2023-07-30
1547,307,27,Fall2024,,dropped,2022-08-12
1548,307,28,Fall2024,,enrolled,2022-08-12
1549,307,19,Fall2024,,enrolled,2022-08-12
1550,307,22,Fall2024,,enrolled,2022-08-12
1551,307,23,Fall2024,,enrolled,2022-08-12
1552,308,23,Fall2024,,enrolled,2025-06-26
1553,308,26,Fall2024,,enrolled,2025-06-26
1554,308,35,Fall2024,,enrolled,2025-06-26
1555,308,31,Fall2024,,enrolled,2025-06-26
1556,309,31,Fall2024,,enrolled,2022-03-25
1557,309,23,Fall2024,,enrolled,2022-03-25
1558,309,35,Fall2024,,enrolled,2022-03-25
1559,309,28,Fall2024,2.3,completed,2022-03-25
1560,309,21,Fall2024,4.0,completed,2022-03-25
1561,309,30,Fall2024,,enrolled,2022-03-25
1562,310,25,Fall2024,,enrolled,2025-01-06
1563,310,30,Fall2024,,enrolled,2025-01-06
1564,310,32,Fall2024,,enrolled,2025-01-06
1565,310,33,Fall2024,3.0,completed,2025-01-06
1566,310,27,Fall2024,3.0,completed,2025-01-06
1567,310,28,Fall2024,,enrolled,2025-01-06
1568,311,22,Fall2024,,enrolled,2024-06-09
1569,311,20,Fall2024,,enrolled,2024-06-09
1570,311,24,Fall2024,,enrolled,2024-06-09
1571,311,28,Fall2024,,enrolled,2024-06-09
1572,311,21,Fall2024,,enrolled,2024-06-09
1573,311,19,Fall2024,,enrolled,2024-06-09
1574,312,32,Fall2024,,enrolled,2022-06-09
1575,312,21,Fall2024,3.0,completed,2022-06-09
1576,312,20,Fall2024,,enrolled,2022-06-09
1577,312,31,Fall2024,2.3,completed,2022-06-09
1578,313,36,Fall2024,3.0,completed,2023-05-13
1579,313,19,Fall2024,1.7,completed,2023-05-13
1580,313,21,Fall2024,,enrolled,2023-05-13
1581,313,26,Fall2024,,enrolled,2023-05-13
1582,313,23,Fall2024,4.0,completed,2023-05-13
1583,314,31,Fall2024,,enrolled,2024-02-17
1584,314,21,Fall2024,,enrolled,2024-02-17
1585,314,23,Fall2024,,enrolled,2024-02-17
1586,314,24,Fall2024,,dropped,2024-02-17
1587,314,19,Fall2024,,enrolled,2024-02-17
1588,315,34,Fall2024,,enrolled,2025-02-04
1589,315,19,Fall2024,,enrolled,2025-02-04
1590,315,35,Fall2024,,enrolled,2025-02-04
1591,315,27,Fall2024,4.0,completed,2025-02-04
1592,315,32,Fall2024,3.7,completed,2025-02-04
1593,315,21,Fall2024,,enrolled,2025-02-04
1594,316,22,Fall2024,2.7,completed,2022-02-09
1595,316,23,Fall2024,,enrolled,2022-02-09
1596,316,36,Fall2024,,enrolled,2022-02-09
1597,316,31,Fall2024,,enrolled,2022-02-09
1598,316,27,Fall2024,,enrolled,2022-02-09
1599,317,30,Fall2024,,enrolled,2022-04-14
1600,317,29,Fall2024,3.7,completed,2022-04-14
1601,317,33,Fall2024,,enrolled,2022-04-14
1602,317,22,Fall2024,,enrolled,2022-04-14
1603,317,34,Fall2024,,enrolled,2022-04-14
1604,318,35,Fall2024,1.0,completed,2023-06-13
1605,318,23,Fall2024,,enrolled,2023-06-13
1606,318,28,Fall2024,,enrolled,2023-06-13
1607,318,19,Fall2024,,enrolled,2023-06-13
1608,319,29,Fall2024,,enrolled,2024-08-01
1609,319,20,Fall2024,3.7,completed,2024-08-01
1610,319,30,Fall2024,,dropped,2024-08-01
1611,319,25,Fall2024,,enrolled,2024-08-01
1612,320,27,Fall2024,,enrolled,2023-09-25
1613,320,22,Fall2024,4.0,completed,2023-09-25
1614,320,23,Fall2024,2.3,completed,2023-09-25
1615,320,34,Fall2024,,enrolled,2023-09-25
1616,321,26,Fall2024,,enrolled,2022-04-24
1617,321,21,Fall2024,,enrolled,2022-04-24
1618,321,28,Fall2024,,dropped,2022-04-24
1619,321,19,Fall2024,,dropped,2022-04-24
1620,321,25,Fall2024,2.7,completed,2022-04-24
1621,321,24,Fall2024,2.7,completed,2022-04-24
1622,322,21,Fall2024,2.7,completed,2023-09-06
1623,322,30,Fall2024,,enrolled,2023-09-06
1624,322,26,Fall2024,,enrolled,2023-09-06
1625,322,29,Fall2024,3.3,completed,2023-09-06
1626,322,20,Fall2024,,enrolled,2023-09-06
1627,323,21,Fall2024,,enrolled,2023-02-03
1628,323,30,Fall2024,3.0,completed,2023-02-03
1629,323,33,Fall2024,,enrolled,2023-02-03
1630,323,24,Fall2024,4.0,completed,2023-02-03
1631,324,28,Fall2024,,enrolled,2022-06-29
1632,324,27,Fall2024,,enrolled,2022-06-29
1633,324,32,Fall2024,,enrolled,2022-06-29
1634,324,24,Fall2024,1.7,completed,2022-06-29
1635,324,26,Fall2024,,enrolled,2022-06-29
1636,324,22,Fall2024,,enrolled,2022-06-29
1637,325,31,Fall2024,,enrolled,2024-11-09
1638,325,34,Fall2024,,enrolled,2024-11-09
1639,325,28,Fall2024,,enrolled,2024-11-09
1640,325,23,Fall2024,2.0,completed,2024-11-09
1641,325,32,Fall2024,,enrolled,2024-11-09
1642,326,24,Fall2024,,dropped,2024-05-20
1643,326,22,Fall2024,3.3,completed,2024-05-20
1644,326,20,Fall2024,,enrolled,2024-05-20
1645,326,23,Fall2024,,enrolled,2024-05-20
1646,327,33,Fall2024,,enrolled,2025-04-26
1647,327,31,Fall2024,3.7,completed,2025-04-26
1648,327,28,Fall2024,,enrolled,2025-04-26
1649,327,22,Fall2024,,enrolled,2025-04-26
1650,327,29,Fall2024,,enrolled,2025-04-26
1651,328,32,Fall2024,2.7,completed,2025-02-09
1652,328,33,Fall2024,,enrolled,2025-02-09
1653,328,27,Fall2024,,enrolled,2025-02-09
1654,328,28,Fall2024,4.0,completed,2025-02-09
1655,328,23,Fall2024,,enrolled,2025-02-09
1656,329,36,Fall2024,,enrolled,2022-11-25
1657,329,26,Fall2024,,enrolled,2022-11-25
1658,329,23,Fall2024,,enrolled,2022-11-25
1659,329,20,Fall2024,,enrolled,2022-11-25
1660,329,21,Fall2024,,enrolled,2022-11-25
1661,329,24,Fall2024,4.0,completed,2022-11-25
1662,330,25,Fall2024,,enrolled,2024-09-26
1663,330,27,Fall2024,,dropped,2024-09-26
1664,330,23,Fall2024,4.0,completed,2024-09-26
1665,330,31,Fall2024,,enrolled,2024-09-26
1666,330,21,Fall2024,,enrolled,2024-09-26
1667,330,34,Fall2024,,enrolled,2024-09-26
1668,331,36,Fall2024,3.3,completed,2025-05-04
