id,student_id,week_number,year,login_count,time_spent_minutes,assignments_submitted,assignments_total,avg_assignment_score,engagement_score
1501,126,1,2024,13,357,4,5,91.56,88.33
1502,126,2,2024,14,557,4,5,84.41,90.0
1503,126,3,2024,11,517,4,5,96.28,85.0
1504,126,4,2024,13,323,4,5,82.02,88.33
1505,126,5,2024,3,121,2,5,40.94,38.33
1506,126,6,2024,9,249,4,5,65.82,81.67
1507,126,7,2024,6,209,4,5,77.35,76.67
1508,126,8,2024,7,209,3,5,71.0,61.67
1509,126,9,2024,15,308,4,5,97.61,91.67
1510,126,10,2024,17,515,5,5,95.37,100.0
1511,126,11,2024,18,599,5,5,97.11,100.0
1512,126,12,2024,17,426,5,5,86.42,100.0
1513,127,1,2024,5,185,4,5,75.41,75.0
1514,127,2,2024,3,84,0,5,34.02,5.0
1515,127,3,2024,19,554,4,5,86.83,98.33
1516,127,4,2024,16,323,5,5,83.22,100.0
1517,127,5,2024,5,189,3,5,75.74,58.33
1518,127,6,2024,15,443,5,5,95.46,100.0
1519,127,7,2024,10,483,4,5,88.83,83.33
1520,127,8,2024,13,331,5,5,82.45,100.0
1521,127,9,2024,14,546,4,5,89.62,90.0
1522,127,10,2024,6,175,3,5,66.36,60.0
1523,127,11,2024,4,4,0,5,56.66,6.67
1524,127,12,2024,11,454,5,5,94.11,100.0
1525,128,1,2024,8,162,2,5,71.25,46.67
1526,128,2,2024,16,570,5,5,99.63,100.0
1527,128,3,2024,6,292,4,5,76.68,76.67
1528,128,4,2024,3,106,1,5,37.52,21.67
1529,128,5,2024,20,493,4,5,82.88,100.0
1530,128,6,2024,5,52,1,5,36.25,25.0
1531,128,7,2024,16,543,5,5,93.83,100.0
1532,128,8,2024,12,411,5,5,94.44,100.0
1533,128,9,2024,9,163,3,5,77.92,65.0
1534,128,10,2024,7,282,4,5,79.87,78.33
1535,128,11,2024,13,390,4,5,93.88,88.33
1536,128,12,2024,6,216,2,5,66.94,43.33
1537,129,1,2024,18,374,5,5,84.0,100.0
1538,129,2,2024,11,467,5,5,88.58,100.0
1539,129,3,2024,10,460,4,5,93.64,83.33
1540,129,4,2024,8,265,2,5,74.73,46.67
1541,129,5,2024,17,555,5,5,86.89,100.0
1542,129,6,2024,11,600,4,5,84.82,85.0
1543,129,7,2024,7,187,2,5,69.54,45.0
1544,129,8,2024,10,183,3,5,74.57,66.67
1545,129,9,2024,12,389,4,5,89.64,86.67
1546,129,10,2024,11,537,5,5,93.02,100.0
1547,129,11,2024,19,361,5,5,82.13,100.0
1548,129,12,2024,14,380,5,5,82.28,100.0
1549,130,1,2024,18,506,4,5,80.65,96.67
1550,130,2,2024,11,517,4,5,84.15,85.0
1551,130,3,2024,6,197,2,5,77.97,43.33
1552,130,4,2024,9,290,2,5,61.91,48.33
1553,130,5,2024,2,47,2,5,41.93,36.67
1554,130,6,2024,11,331,5,5,90.93,100.0
1555,130,7,2024,8,268,2,5,78.43,46.67
1556,130,8,2024,5,252,2,5,68.91,41.67
1557,130,9,2024,7,152,2,5,65.82,45.0
1558,130,10,2024,12,511,5,5,83.67,100.0
1559,130,11,2024,3,147,0,5,55.58,5.0
1560,130,12,2024,8,190,4,5,65.57,80.0
1561,131,1,2024,13,584,4,5,90.8,88.33
1562,131,2,2024,0,101,1,5,37.8,16.67
1563,131,3,2024,15,581,5,5,82.17,100.0
1564,131,4,2024,10,207,2,5,69.24,50.0
1565,131,5,2024,17,392,4,5,83.2,95.0
1566,131,6,2024,16,413,5,5,93.04,100.0
1567,131,7,2024,19,519,4,5,82.51,98.33
1568,131,8,2024,16,531,5,5,92.92,100.0
1569,131,9,2024,8,192,4,5,72.89,80.0
1570,131,10,2024,13,550,5,5,92.47,100.0
1571,131,11,2024,7,155,3,5,74.46,61.67
1572,131,12,2024,18,522,5,5,96.32,100.0
1573,132,1,2024,17,486,5,5,96.93,100.0
1574,132,2,2024,10,579,4,5,93.3,83.33
1575,132,3,2024,4,43,2,5,31.39,40.0
1576,132,4,2024,11,490,5,5,97.64,100.0
1577,132,5,2024,10,443,5,5,90.84,100.0
1578,132,6,2024,4,57,0,5,56.96,6.67
1579,132,7,2024,13,426,4,5,83.47,88.33
1580,132,8,2024,1,91,0,5,31.22,1.67
1581,132,9,2024,10,234,3,5,77.07,66.67
1582,132,10,2024,19,415,5,5,85.67,100.0
1583,132,11,2024,10,158,2,5,77.11,50.0
1584,132,12,2024,18,586,5,5,93.9,100.0
1585,133,1,2024,13,425,4,5,97.5,88.33
1586,133,2,2024,13,501,4,5,91.84,88.33
1587,133,3,2024,18,313,5,5,91.29,100.0
1588,133,4,2024,10,209,2,5,62.53,50.0
1589,133,5,2024,2,69,0,5,34.85,3.33
1590,133,6,2024,17,470,5,5,86.26,100.0
1591,133,7,2024,9,184,2,5,62.36,48.33
1592,133,8,2024,17,505,4,5,81.51,95.0
1593,133,9,2024,19,490,5,5,83.2,100.0
1594,133,10,2024,3,46,2,5,53.25,38.33
1595,133,11,2024,11,589,4,5,98.03,85.0
1596,133,12,2024,11,600,4,5,83.62,85.0
1597,134,1,2024,13,351,5,5,87.45,100.0
1598,134,2,2024,6,258,3,5,69.47,60.0
1599,134,3,2024,18,504,5,5,87.66,100.0
1600,134,4,2024,6,156,4,5,68.51,76.67
1601,134,5,2024,13,313,4,5,91.42,88.33
1602,134,6,2024,18,437,5,5,97.49,100.0
1603,134,7,2024,13,385,4,5,81.26,88.33
1604,134,8,2024,7,240,2,5,66.36,45.0
1605,134,9,2024,12,351,4,5,85.99,86.67
1606,134,10,2024,5,282,3,5,69.7,58.33
1607,134,11,2024,20,371,5,5,89.32,100.0
1608,134,12,2024,2,64,0,5,34.6,3.33
1609,135,1,2024,18,420,5,5,92.57,100.0
1610,135,2,2024,10,288,2,5,71.81,50.0
1611,135,3,2024,5,227,4,5,69.66,75.0
1612,135,4,2024,17,495,4,5,99.23,95.0
1613,135,5,2024,6,300,4,5,79.72,76.67
1614,135,6,2024,11,483,4,5,83.32,85.0
1615,135,7,2024,18,448,5,5,85.5,100.0
1616,135,8,2024,7,278,3,5,74.7,61.67
1617,135,9,2024,18,387,5,5,93.99,100.0
1618,135,10,2024,8,184,3,5,75.77,63.33
1619,135,11,2024,18,436,5,5,89.65,100.0
1620,135,12,2024,6,242,3,5,78.48,60.0
1621,136,1,2024,10,231,4,5,67.46,83.33
1622,136,2,2024,8,193,4,5,63.18,80.0
1623,136,3,2024,15,304,4,5,90.67,91.67
1624,136,4,2024,20,507,4,5,95.14,100.0
1625,136,5,2024,3,44,2,5,42.34,38.33
1626,136,6,2024,14,392,4,5,81.81,90.0
1627,136,7,2024,1,62,1,5,32.62,18.33
1628,136,8,2024,12,305,4,5,92.11,86.67
1629,136,9,2024,8,193,4,5,68.87,80.0
1630,136,10,2024,16,300,5,5,98.37,100.0
1631,136,11,2024,5,298,3,5,68.61,58.33
1632,136,12,2024,17,445,4,5,80.38,95.0
1633,137,1,2024,11,325,4,5,91.5,85.0
1634,137,2,2024,13,575,4,5,82.69,88.33
1635,137,3,2024,17,347,4,5,98.99,95.0
1636,137,4,2024,10,323,5,5,99.3,100.0
1637,137,5,2024,1,118,1,5,49.77,18.33
1638,137,6,2024,14,504,4,5,98.47,90.0
1639,137,7,2024,5,271,3,5,77.41,58.33
1640,137,8,2024,13,569,5,5,80.21,100.0
1641,137,9,2024,13,537,4,5,84.0,88.33
1642,137,10,2024,17,517,4,5,97.15,95.0
1643,137,11,2024,6,200,3,5,62.29,60.0
1644,137,12,2024,9,216,3,5,74.25,65.0
1645,138,1,2024,2,35,0,5,51.46,3.33
1646,138,2,2024,14,447,4,5,98.31,90.0
1647,138,3,2024,12,537,5,5,93.17,100.0
1648,138,4,2024,15,544,5,5,97.89,100.0
1649,138,5,2024,8,203,3,5,72.09,63.33
1650,138,6,2024,10,442,5,5,96.18,100.0
1651,138,7,2024,15,351,5,5,80.4,100.0
1652,138,8,2024,17,589,4,5,83.45,95.0
1653,138,9,2024,5,193,3,5,71.21,58.33
1654,138,10,2024,14,436,4,5,95.37,90.0
1655,138,11,2024,14,476,5,5,95.62,100.0
1656,138,12,2024,9,249,4,5,65.11,81.67
1657,139,1,2024,10,384,5,5,97.48,100.0
1658,139,2,2024,7,207,3,5,76.84,61.67
1659,139,3,2024,18,590,4,5,85.62,96.67
1660,139,4,2024,13,564,5,5,94.68,100.0
1661,139,5,2024,20,306,4,5,91.91,100.0
1662,139,6,2024,15,460,5,5,94.84,100.0
1663,139,7,2024,11,500,5,5,84.69,100.0
1664,139,8,2024,9,154,2,5,71.63,48.33
1665,139,9,2024,18,339,5,5,93.44,100.0
1666,139,10,2024,17,510,4,5,85.87,95.0
1667,139,11,2024,18,434,5,5,84.25,100.0
1668,139,12,2024,16,342,5,5,96.86,100.0
1669,140,1,2024,2,106,1,5,56.88,20.0
1670,140,2,2024,6,249,2,5,68.08,43.33
1671,140,3,2024,0,94,2,5,38.91,33.33
1672,140,4,2024,9,245,4,5,74.93,81.67
1673,140,5,2024,10,376,5,5,89.51,100.0
1674,140,6,2024,9,178,2,5,75.54,48.33
1675,140,7,2024,10,532,5,5,80.41,100.0
1676,140,8,2024,2,105,1,5,31.0,20.0
1677,140,9,2024,6,213,3,5,65.34,60.0
1678,140,10,2024,18,425,4,5,80.54,96.67
1679,140,11,2024,17,408,4,5,96.35,95.0
1680,140,12,2024,11,580,4,5,83.66,85.0
1681,141,1,2024,16,543,5,5,95.52,100.0
1682,141,2,2024,9,265,4,5,72.94,81.67
1683,141,3,2024,13,557,5,5,93.53,100.0
1684,141,4,2024,5,249,3,5,75.03,58.33
1685,141,5,2024,13,455,4,5,93.93,88.33
1686,141,6,2024,9,273,3,5,60.48,65.0
1687,141,7,2024,10,232,2,5,76.88,50.0
1688,141,8,2024,9,185,2,5,76.57,48.33
1689,141,9,2024,5,217,4,5,77.13,75.0
1690,141,10,2024,11,579,5,5,93.66,100.0
1691,141,11,2024,16,500,4,5,83.74,93.33
1692,141,12,2024,11,505,4,5,91.56,85.0
1693,142,1,2024,0,121,0,5,58.31,0.0
1694,142,2,2024,12,560,4,5,93.46,86.67
1695,142,3,2024,18,381,5,5,82.4,100.0
1696,142,4,2024,15,404,4,5,89.27,91.67
1697,142,5,2024,10,573,5,5,96.45,100.0
1698,142,6,2024,14,387,5,5,91.75,100.0
1699,142,7,2024,13,574,4,5,99.45,88.33
1700,142,8,2024,13,467,5,5,93.74,100.0
1701,142,9,2024,10,154,2,5,65.65,50.0
1702,142,10,2024,9,257,3,5,60.54,65.0
1703,142,11,2024,12,332,5,5,96.39,100.0
1704,142,12,2024,10,488,5,5,99.92,100.0
1705,143,1,2024,14,418,5,5,93.17,100.0
1706,143,2,2024,10,375,4,5,89.32,83.33
1707,143,3,2024,16,541,4,5,87.73,93.33
1708,143,4,2024,20,438,4,5,93.56,100.0
1709,143,5,2024,20,570,4,5,82.06,100.0
1710,143,6,2024,7,298,4,5,73.16,78.33
1711,143,7,2024,5,130,0,5,39.86,8.33
1712,143,8,2024,17,323,4,5,89.52,95.0
1713,143,9,2024,1,105,2,5,38.95,35.0
1714,143,10,2024,10,404,4,5,90.26,83.33
1715,143,11,2024,18,333,5,5,83.19,100.0
1716,143,12,2024,12,512,4,5,93.03,86.67
1717,144,1,2024,7,284,3,5,75.05,61.67
1718,144,2,2024,10,534,4,5,90.33,83.33
1719,144,3,2024,7,294,2,5,72.83,45.0
1720,144,4,2024,14,345,4,5,88.38,90.0
1721,144,5,2024,19,357,5,5,97.17,100.0
1722,144,6,2024,17,507,5,5,82.65,100.0
1723,144,7,2024,18,368,4,5,84.8,96.67
1724,144,8,2024,10,389,5,5,83.89,100.0
1725,144,9,2024,2,71,1,5,36.55,20.0
1726,144,10,2024,8,197,4,5,65.06,80.0
1727,144,11,2024,5,124,0,5,32.44,8.33
1728,144,12,2024,14,373,5,5,83.25,100.0
1729,145,1,2024,6,254,4,5,60.37,76.67
1730,145,2,2024,12,414,5,5,87.28,100.0
1731,145,3,2024,18,436,5,5,88.1,100.0
1732,145,4,2024,10,165,2,5,72.2,50.0
1733,145,5,2024,8,150,2,5,78.37,46.67
1734,145,6,2024,16,462,4,5,96.89,93.33
1735,145,7,2024,7,160,3,5,67.1,61.67
1736,145,8,2024,8,215,4,5,75.08,80.0
1737,145,9,2024,8,244,3,5,73.59,63.33
1738,145,10,2024,3,69,2,5,46.4,38.33
1739,145,11,2024,19,531,5,5,84.98,100.0
1740,145,12,2024,16,510,4,5,99.98,93.33
1741,146,1,2024,1,109,0,5,41.43,1.67
1742,146,2,2024,9,285,3,5,65.67,65.0
1743,146,3,2024,15,597,5,5,91.34,100.0
1744,146,4,2024,20,389,4,5,94.97,100.0
1745,146,5,2024,1,134,1,5,35.54,18.33
1746,146,6,2024,4,32,0,5,41.51,6.67
1747,146,7,2024,17,591,5,5,83.54,100.0
1748,146,8,2024,8,189,4,5,78.3,80.0
1749,146,9,2024,10,290,2,5,64.31,50.0
1750,146,10,2024,10,272,3,5,71.12,66.67
1751,146,11,2024,17,530,4,5,87.44,95.0
1752,146,12,2024,5,227,2,5,64.94,41.67
1753,147,1,2024,10,567,5,5,97.9,100.0
1754,147,2,2024,5,233,2,5,72.06,41.67
1755,147,3,2024,9,171,2,5,79.82,48.33
1756,147,4,2024,10,302,4,5,85.79,83.33
1757,147,5,2024,20,538,5,5,82.94,100.0
1758,147,6,2024,10,167,3,5,74.82,66.67
1759,147,7,2024,5,222,4,5,78.72,75.0
1760,147,8,2024,14,360,4,5,84.08,90.0
1761,147,9,2024,8,232,2,5,78.02,46.67
1762,147,10,2024,8,183,2,5,71.83,46.67
1763,147,11,2024,20,467,5,5,85.94,100.0
1764,147,12,2024,10,184,3,5,78.17,66.67
1765,148,1,2024,20,377,4,5,90.37,100.0
1766,148,2,2024,13,315,5,5,99.87,100.0
1767,148,3,2024,11,433,5,5,82.5,100.0
1768,148,4,2024,4,8,2,5,59.63,40.0
1769,148,5,2024,18,367,4,5,81.7,96.67
1770,148,6,2024,6,150,3,5,72.31,60.0
1771,148,7,2024,18,520,5,5,99.56,100.0
1772,148,8,2024,20,448,4,5,86.19,100.0
1773,148,9,2024,7,275,3,5,62.41,61.67
1774,148,10,2024,13,337,4,5,89.64,88.33
1775,148,11,2024,8,174,2,5,61.04,46.67
1776,148,12,2024,13,386,4,5,89.93,88.33
1777,149,1,2024,0,57,1,5,32.58,16.67
1778,149,2,2024,20,391,4,5,82.93,100.0
1779,149,3,2024,19,598,4,5,91.82,98.33
1780,149,4,2024,13,407,5,5,80.81,100.0
1781,149,5,2024,12,450,5,5,85.5,100.0
1782,149,6,2024,18,300,5,5,89.87,100.0
1783,149,7,2024,18,512,4,5,95.49,96.67
1784,149,8,2024,11,302,5,5,88.27,100.0
1785,149,9,2024,19,336,5,5,92.6,100.0
1786,149,10,2024,5,142,1,5,32.69,25.0
1787,149,11,2024,10,192,4,5,71.86,83.33
1788,149,12,2024,15,496,4,5,99.43,91.67
1789,150,1,2024,11,585,5,5,90.18,100.0
1790,150,2,2024,18,340,4,5,86.42,96.67
1791,150,3,2024,7,219,4,5,76.02,78.33
1792,150,4,2024,15,427,4,5,98.44,91.67
1793,150,5,2024,17,542,4,5,81.01,95.0
1794,150,6,2024,13,306,5,5,86.38,100.0
1795,150,7,2024,18,441,4,5,99.89,96.67
1796,150,8,2024,18,376,4,5,81.63,96.67
1797,150,9,2024,20,407,5,5,87.87,100.0
1798,150,10,2024,10,422,5,5,98.31,100.0
1799,150,11,2024,16,442,4,5,93.2,93.33
1800,150,12,2024,10,377,5,5,86.43,100.0
1801,151,1,2024,7,173,3,5,65.65,61.67
1802,151,2,2024,19,405,4,5,94.45,98.33
1803,151,3,2024,16,367,4,5,81.11,93.33
1804,151,4,2024,17,453,5,5,97.0,100.0
1805,151,5,2024,18,327,5,5,89.75,100.0
1806,151,6,2024,19,585,5,5,99.85,100.0
1807,151,7,2024,12,321,4,5,91.99,86.67
1808,151,8,2024,9,222,2,5,61.58,48.33
1809,151,9,2024,12,499,5,5,82.01,100.0
1810,151,10,2024,14,583,5,5,91.22,100.0
1811,151,11,2024,16,423,4,5,93.16,93.33
1812,151,12,2024,20,506,4,5,85.91,100.0
1813,152,1,2024,20,381,4,5,80.36,100.0
1814,152,2,2024,17,303,5,5,89.55,100.0
1815,152,3,2024,14,451,5,5,94.53,100.0
1816,152,4,2024,0,136,2,5,56.75,33.33
1817,152,5,2024,10,200,2,5,68.88,50.0
1818,152,6,2024,16,337,5,5,94.58,100.0
1819,152,7,2024,16,548,5,5,99.96,100.0
1820,152,8,2024,16,392,4,5,86.53,93.33
1821,152,9,2024,8,150,3,5,64.64,63.33
1822,152,10,2024,16,337,5,5,80.33,100.0
1823,152,11,2024,18,529,4,5,84.32,96.67
1824,152,12,2024,16,324,5,5,98.56,100.0
1825,153,1,2024,13,321,5,5,87.92,100.0
1826,153,2,2024,10,489,4,5,82.59,83.33
1827,153,3,2024,20,344,5,5,85.32,100.0
1828,153,4,2024,18,600,4,5,80.22,96.67
1829,153,5,2024,10,360,4,5,81.17,83.33
1830,153,6,2024,10,157,2,5,67.3,50.0
1831,153,7,2024,14,473,4,5,93.77,90.0
1832,153,8,2024,8,244,4,5,69.35,80.0
1833,153,9,2024,13,357,4,5,99.38,88.33
1834,153,10,2024,19,573,5,5,80.86,100.0
1835,153,11,2024,8,239,3,5,78.69,63.33
1836,153,12,2024,7,219,4,5,71.81,78.33
1837,154,1,2024,15,446,5,5,93.87,100.0
1838,154,2,2024,1,131,0,5,33.73,1.67
1839,154,3,2024,18,361,5,5,86.96,100.0
1840,154,4,2024,13,445,5,5,95.24,100.0
1841,154,5,2024,16,380,4,5,91.94,93.33
1842,154,6,2024,6,181,3,5,72.33,60.0
1843,154,7,2024,16,494,4,5,84.69,93.33
1844,154,8,2024,5,257,2,5,66.19,41.67
1845,154,9,2024,17,305,5,5,88.98,100.0
1846,154,10,2024,8,253,2,5,62.62,46.67
1847,154,11,2024,11,487,5,5,80.54,100.0
1848,154,12,2024,13,302,4,5,88.82,88.33
1849,155,1,2024,10,173,3,5,69.94,66.67
1850,155,2,2024,16,327,5,5,90.53,100.0
1851,155,3,2024,15,366,4,5,85.11,91.67
1852,155,4,2024,13,467,5,5,88.85,100.0
1853,155,5,2024,16,435,5,5,84.28,100.0
1854,155,6,2024,7,269,4,5,61.09,78.33
1855,155,7,2024,5,296,4,5,61.6,75.0
1856,155,8,2024,9,297,4,5,67.96,81.67
1857,155,9,2024,2,103,2,5,36.44,36.67
1858,155,10,2024,11,583,4,5,83.9,85.0
1859,155,11,2024,19,553,5,5,92.54,100.0
1860,155,12,2024,16,580,4,5,87.49,93.33
1861,156,1,2024,12,424,5,5,96.95,100.0
1862,156,2,2024,5,288,3,5,64.89,58.33
1863,156,3,2024,20,351,4,5,83.28,100.0
1864,156,4,2024,8,275,2,5,64.34,46.67
1865,156,5,2024,6,272,2,5,75.72,43.33
1866,156,6,2024,19,507,5,5,85.18,100.0
1867,156,7,2024,18,368,5,5,84.8,100.0
1868,156,8,2024,16,535,5,5,92.35,100.0
1869,156,9,2024,12,432,4,5,88.79,86.67
1870,156,10,2024,4,40,0,5,51.63,6.67
1871,156,11,2024,10,186,2,5,62.73,50.0
1872,156,12,2024,5,297,2,5,65.03,41.67
1873,157,1,2024,0,108,2,5,35.67,33.33
1874,157,2,2024,6,282,3,5,65.87,60.0
1875,157,3,2024,14,553,4,5,92.09,90.0
1876,157,4,2024,19,304,5,5,86.63,100.0
1877,157,5,2024,11,468,5,5,93.8,100.0
1878,157,6,2024,16,329,5,5,86.47,100.0
1879,157,7,2024,19,335,4,5,91.02,98.33
1880,157,8,2024,10,301,5,5,95.77,100.0
1881,157,9,2024,1,39,0,5,53.2,1.67
1882,157,10,2024,20,377,4,5,89.86,100.0
1883,157,11,2024,13,404,4,5,88.28,88.33
1884,157,12,2024,10,158,3,5,68.04,66.67
1885,158,1,2024,17,314,5,5,80.07,100.0
1886,158,2,2024,10,421,5,5,95.95,100.0
1887,158,3,2024,15,386,5,5,82.71,100.0
1888,158,4,2024,10,542,5,5,94.56,100.0
1889,158,5,2024,17,438,4,5,93.51,95.0
1890,158,6,2024,8,243,4,5,63.34,80.0
1891,158,7,2024,12,490,4,5,96.84,86.67
1892,158,8,2024,12,307,4,5,84.9,86.67
1893,158,9,2024,18,482,5,5,97.66,100.0
1894,158,10,2024,8,168,3,5,71.47,63.33
1895,158,11,2024,19,548,4,5,82.09,98.33
1896,158,12,2024,4,146,2,5,44.53,40.0
1897,159,1,2024,18,442,4,5,85.15,96.67
1898,159,2,2024,4,109,0,5,47.68,6.67
1899,159,3,2024,7,230,2,5,77.34,45.0
1900,159,4,2024,20,406,4,5,96.47,100.0
1901,159,5,2024,8,225,2,5,62.55,46.67
1902,159,6,2024,9,215,3,5,62.03,65.0
1903,159,7,2024,18,599,4,5,93.21,96.67
1904,159,8,2024,2,73,2,5,57.98,36.67
1905,159,9,2024,10,302,4,5,83.65,83.33
1906,159,10,2024,12,370,4,5,96.33,86.67
1907,159,11,2024,5,77,1,5,39.01,25.0
1908,159,12,2024,10,191,3,5,67.95,66.67
1909,160,1,2024,18,551,4,5,96.94,96.67
1910,160,2,2024,9,186,2,5,64.1,48.33
1911,160,3,2024,18,547,4,5,86.6,96.67
1912,160,4,2024,14,334,5,5,90.44,100.0
1913,160,5,2024,11,402,5,5,91.51,100.0
1914,160,6,2024,14,539,5,5,87.83,100.0
1915,160,7,2024,7,281,3,5,73.73,61.67
1916,160,8,2024,9,249,2,5,77.67,48.33
1917,160,9,2024,10,527,4,5,84.03,83.33
1918,160,10,2024,5,289,2,5,71.48,41.67
1919,160,11,2024,11,496,5,5,82.65,100.0
1920,160,12,2024,15,482,5,5,94.65,100.0
1921,161,1,2024,8,221,3,5,69.99,63.33
1922,161,2,2024,3,82,1,5,52.55,21.67
1923,161,3,2024,17,480,4,5,99.82,95.0
1924,161,4,2024,17,520,5,5,80.11,100.0
1925,161,5,2024,18,528,5,5,90.42,100.0
1926,161,6,2024,9,183,3,5,73.67,65.0
1927,161,7,2024,16,495,5,5,85.11,100.0
1928,161,8,2024,12,431,5,5,85.2,100.0
1929,161,9,2024,9,270,3,5,60.1,65.0
1930,161,10,2024,6,201,4,5,68.13,76.67
1931,161,11,2024,16,308,4,5,96.73,93.33
1932,161,12,2024,5,166,3,5,60.4,58.33
1933,162,1,2024,13,323,5,5,96.2,100.0
1934,162,2,2024,13,562,5,5,81.22,100.0
1935,162,3,2024,15,324,4,5,80.61,91.67
1936,162,4,2024,7,167,2,5,65.38,45.0
1937,162,5,2024,19,521,4,5,96.47,98.33
1938,162,6,2024,17,594,5,5,82.7,100.0
1939,162,7,2024,12,584,5,5,82.19,100.0
1940,162,8,2024,19,438,4,5,85.98,98.33
1941,162,9,2024,3,52,1,5,52.61,21.67
1942,162,10,2024,17,453,4,5,91.46,95.0
1943,162,11,2024,20,414,5,5,93.54,100.0
1944,162,12,2024,9,290,2,5,62.81,48.33
1945,163,1,2024,0,43,2,5,48.51,33.33
1946,163,2,2024,20,322,4,5,99.39,100.0
1947,163,3,2024,18,371,5,5,90.41,100.0
1948,163,4,2024,5,269,2,5,76.89,41.67
1949,163,5,2024,13,349,5,5,93.3,100.0
1950,163,6,2024,18,523,5,5,87.25,100.0
1951,163,7,2024,11,458,4,5,90.27,85.0
1952,163,8,2024,14,567,4,5,84.03,90.0
1953,163,9,2024,12,463,5,5,93.93,100.0
1954,163,10,2024,7,177,4,5,68.41,78.33
1955,163,11,2024,13,386,5,5,80.62,100.0
1956,163,12,2024,10,290,3,5,74.33,66.67
1957,164,1,2024,6,267,3,5,76.77,60.0
1958,164,2,2024,18,407,4,5,96.99,96.67
1959,164,3,2024,10,496,5,5,83.64,100.0
1960,164,4,2024,20,344,5,5,81.85,100.0
1961,164,5,2024,5,269,4,5,70.01,75.0
1962,164,6,2024,12,495,5,5,96.43,100.0
1963,164,7,2024,16,580,4,5,98.67,93.33
1964,164,8,2024,1,34,1,5,51.75,18.33
1965,164,9,2024,17,360,5,5,92.49,100.0
1966,164,10,2024,0,38,0,5,36.84,0.0
1967,164,11,2024,9,164,2,5,74.17,48.33
1968,164,12,2024,8,230,3,5,77.46,63.33
1969,165,1,2024,10,264,2,5,73.42,50.0
1970,165,2,2024,17,528,5,5,94.07,100.0
1971,165,3,2024,17,515,5,5,86.28,100.0
1972,165,4,2024,18,339,4,5,96.86,96.67
1973,165,5,2024,8,281,2,5,67.05,46.67
1974,165,6,2024,17,329,5,5,87.39,100.0
1975,165,7,2024,5,99,0,5,42.15,8.33
1976,165,8,2024,18,434,5,5,88.22,100.0
1977,165,9,2024,12,308,5,5,87.97,100.0
1978,165,10,2024,19,504,4,5,83.61,98.33
1979,165,11,2024,5,7,2,5,55.49,41.67
1980,165,12,2024,9,289,2,5,63.09,48.33
1981,166,1,2024,18,567,5,5,96.95,100.0
1982,166,2,2024,5,280,2,5,76.31,41.67
1983,166,3,2024,17,303,5,5,87.76,100.0
1984,166,4,2024,9,159,2,5,60.94,48.33
1985,166,5,2024,13,546,4,5,91.79,88.33
1986,166,6,2024,18,418,4,5,85.5,96.67
1987,166,7,2024,10,261,4,5,66.08,83.33
1988,166,8,2024,0,62,2,5,39.49,33.33
1989,166,9,2024,15,535,5,5,97.25,100.0
1990,166,10,2024,6,198,3,5,67.09,60.0
1991,166,11,2024,17,526,4,5,94.79,95.0
1992,166,12,2024,10,205,2,5,66.46,50.0
1993,167,1,2024,10,462,5,5,93.52,100.0
1994,167,2,2024,12,347,5,5,92.36,100.0
1995,167,3,2024,10,206,4,5,65.48,83.33
1996,167,4,2024,7,161,3,5,67.35,61.67
1997,167,5,2024,13,353,4,5,86.23,88.33
1998,167,6,2024,17,326,4,5,95.05,95.0
1999,167,7,2024,5,82,0,5,35.95,8.33
2000,167,8,2024,17,358,5,5,92.56,100.0
2001,167,9,2024,18,338,4,5,91.66,96.67
2002,167,10,2024,17,528,4,5,97.47,95.0
2003,167,11,2024,20,454,5,5,87.14,100.0
2004,167,12,2024,14,510,5,5,91.49,100.0
2005,168,1,2024,13,516,5,5,99.08,100.0
2006,168,2,2024,5,260,2,5,78.75,41.67
2007,168,3,2024,8,205,3,5,70.12,63.33
2008,168,4,2024,11,481,5,5,87.32,100.0
2009,168,5,2024,6,187,4,5,68.78,76.67
2010,168,6,2024,16,586,4,5,94.21,93.33
2011,168,7,2024,11,469,5,5,98.44,100.0
2012,168,8,2024,10,191,2,5,64.53,50.0
2013,168,9,2024,16,490,4,5,91.0,93.33
2014,168,10,2024,7,287,2,5,71.66,45.0
2015,168,11,2024,5,269,2,5,66.0,41.67
2016,168,12,2024,8,215,3,5,63.53,63.33
2017,169,1,2024,20,593,5,5,90.9,100.0
2018,169,2,2024,10,274,3,5,74.81,66.67
2019,169,3,2024,4,29,1,5,31.91,23.33
2020,169,4,2024,10,382,4,5,81.54,83.33
2021,169,5,2024,8,294,4,5,61.44,80.0
2022,169,6,2024,7,175,2,5,75.75,45.0
2023,169,7,2024,14,545,5,5,93.98,100.0
2024,169,8,2024,19,430,4,5,93.88,98.33
2025,169,9,2024,7,156,4,5,79.92,78.33
2026,169,10,2024,12,574,5,5,85.77,100.0
2027,169,11,2024,6,201,2,5,76.24,43.33
2028,169,12,2024,20,478,4,5,91.5,100.0
2029,170,1,2024,8,197,2,5,71.16,46.67
2030,170,2,2024,16,531,5,5,82.46,100.0
2031,170,3,2024,8,255,3,5,79.05,63.33
2032,170,4,2024,15,501,4,5,85.56,91.67
2033,170,5,2024,5,184,2,5,62.67,41.67
2034,170,6,2024,6,218,4,5,71.77,76.67
2035,170,7,2024,13,524,5,5,91.07,100.0
2036,170,8,2024,8,241,4,5,74.81,80.0
